feature_1,feature_2,feature_3,feature_4,feature_5,label
0.99879699,0.01276765,0.63388904,0.65308756,0.85482916,3
0.87869047,0.06818329,0.18451510,0.08202708,0.31140862,0
0.07630635,0.93431362,0.68209952,0.53412902,0.63162474,1
0.23204442,0.43971931,0.35341480,0.49596725,0.35297511,1
0.24654749,0.85534901,0.92541958,0.08186672,0.37997562,1
0.86154186,0.69211676,0.28578604,0.70585077,0.06658403,3
0.33028438,0.29661495,0.59410421,0.65380070,0.60803438,3
0.38955067,0.28377139,0.66731936,0.14783856,0.63101622,2
0.71508482,0.04360074,0.50215804,0.45580041,0.56258244,2
0.22184606,0.33705098,0.76175302,0.98771064,0.05825187,1
0.75408308,0.49381998,0.26609599,0.73252775,0.25430259,3
0.56261273,0.22785050,0.82499715,0.85821863,0.21063867,3
0.80694223,0.60137067,0.82121262,0.95508998,0.87601402,3
0.60224495,0.27642003,0.06581798,0.26506297,0.40113897,2
0.96419832,0.63036468,0.23399492,0.74027790,0.02517225,3
0.05520051,0.96618344,0.43081986,0.29043659,0.79412661,1
0.54569943,0.57489962,0.46223317,0.53278105,0.98263664,2
0.94776678,0.66828413,0.19975206,0.37127203,0.91543442,2
0.50332871,0.40824552,0.17208145,0.71434411,0.16572344,3
0.86857465,0.57347040,0.92457114,0.98041248,0.39577974,3
0.65238823,0.14432979,0.98962228,0.61021647,0.54538499,3
0.93674136,0.73291065,0.18654100,0.77555063,0.27988523,3
0.51297689,0.27165152,0.71586891,0.00188952,0.05339409,1
0.97040440,0.87829692,0.87222894,0.39528331,0.51008407,2
0.78615172,0.98715407,0.15017377,0.60527157,0.45787084,3
0.40991379,0.57072002,0.43951323,0.57136535,0.05752249,3
0.03667750,0.30485966,0.26592883,0.45689101,0.34072519,0
0.28896585,0.91124573,0.07845427,0.24922356,0.03571042,0
0.56855477,0.41140155,0.09299819,0.12703672,0.25862502,0
0.41913284,0.22903333,0.42002378,0.59435459,0.24950137,3
0.61642790,0.12079134,0.59921241,0.56016191,0.61766171,2
0.28173778,0.54398298,0.60834465,0.57811197,0.77892821,1
0.97613013,0.84657305,0.94254484,0.87979087,0.45266165,3
0.41268021,0.19852580,0.72509496,0.93779759,0.05577481,3
0.88307443,0.23530511,0.23867747,0.71354921,0.54403791,3
0.04747012,0.86111251,0.36456929,0.45570146,0.72215900,1
0.78649856,0.01779608,0.28803064,0.48339470,0.25094127,2
0.05818421,0.59274542,0.43950335,0.38462504,0.78678435,1
0.90089548,0.29446664,0.94727107,0.37828615,0.98198127,2
0.65648419,0.06775369,0.29619829,0.46459348,0.27233222,2
0.76435293,0.56489802,0.00082602,0.73209480,0.32095845,3
0.17214682,0.63240144,0.95140828,0.56229668,0.67183755,1
0.09265066,0.95063756,0.40737079,0.32563761,0.06367828,1
0.63922458,0.34535710,0.22975989,0.51939356,0.90835221,2
0.19440820,0.48273549,0.40694808,0.11068095,0.87075220,1
0.22833946,0.06494313,0.78856213,0.36053241,0.30415801,1
0.81024173,0.34504547,0.34514452,0.99844747,0.40153921,3
0.79800452,0.69645600,0.53959810,0.90924391,0.94675654,3
0.61552318,0.27060554,0.11063161,0.00930438,0.09092425,0
0.04585603,0.86584657,0.19912934,0.37048359,0.77901030,0
0.42863960,0.86935976,0.45827947,0.85261723,0.79934781,3
0.39399465,0.13811142,0.04688351,0.61896984,0.38565565,3
0.87855493,0.32264664,0.49367559,0.83102481,0.26462194,3
0.50557594,0.27532669,0.72982635,0.40568839,0.41905678,2
0.36513721,0.69032025,0.91972072,0.98958437,0.95247053,3
0.93757442,0.47430621,0.48827554,0.20358182,0.82383136,2
0.37314378,0.48582574,0.20691286,0.27762419,0.79287043,2
0.02154278,0.74257607,0.17680852,0.17125376,0.64591392,0
0.13562399,0.48126604,0.35202345,0.51282887,0.44091775,1
0.69556182,0.92073879,0.29198489,0.95026222,0.48945456,3
0.84946932,0.58814598,0.64240634,0.22022708,0.14989748,2
0.31008262,0.11102344,0.00601243,0.30941503,0.24485039,2
0.65550967,0.81443936,0.80853475,0.19802891,0.28832533,2
0.21614148,0.65486608,0.35939897,0.30192823,0.04815731,1
0.14868696,0.31498395,0.38889113,0.83602900,0.85826056,1
0.89573415,0.32939326,0.46181016,0.60668938,0.88069953,3
0.20973189,0.81617683,0.45236755,0.39571528,0.09840848,1
0.93157834,0.02171538,0.82910592,0.31417317,0.94834785,2
0.01334234,0.75236432,0.38988508,0.37529603,0.11635444,1
0.28768110,0.14073997,0.19301171,0.49997909,0.21260260,0
0.17257662,0.37312294,0.39405354,0.38908873,0.57272236,1
0.25814029,0.69084827,0.93156343,0.02125896,0.03525323,1
0.87294606,0.44946473,0.83887738,0.95357997,0.95582140,3
0.10025048,0.40639883,0.72925040,0.26590131,0.49510773,1
0.26876071,0.94694587,0.05424192,0.92866179,0.14730888,0
0.65141738,0.02759250,0.80992948,0.44805670,0.24164819,2
0.21351895,0.13366102,0.62710532,0.23191772,0.07394862,1
0.98738195,0.70211958,0.74668375,0.40147712,0.68406986,2
0.31408350,0.31250119,0.11551313,0.29056463,0.37102327,2
0.93644496,0.92247034,0.01097618,0.83424344,0.42352137,3
0.40725246,0.31077712,0.71356020,0.63160209,0.96557005,3
0.98801282,0.02894594,0.69090125,0.56344015,0.43471857,3
0.81368817,0.95630991,0.97665995,0.01715072,0.92730605,2
0.29144418,0.01232390,0.31943935,0.51850855,0.29330440,1
0.34285996,0.14542166,0.64695270,0.07742447,0.49193743,1
0.68693934,0.84279122,0.04572320,0.60270564,0.10087705,3
0.86970986,0.76662273,0.36433923,0.70341811,0.93641027,3
0.55842344,0.37240831,0.77081181,0.89990126,0.14952050,3
0.06174520,0.75606873,0.92843079,0.88154724,0.84524052,1
0.45026362,0.35505946,0.82372817,0.10225460,0.52066945,1
0.49615600,0.07429931,0.45616372,0.96023315,0.31272708,3
0.22693240,0.48979929,0.63524980,0.74151921,0.94428422,1
0.64464532,0.45434287,0.77317566,0.99569323,0.72071241,3
0.90899107,0.22922259,0.11811450,0.56130583,0.41986159,2
0.98382221,0.90222262,0.09791839,0.22062758,0.30701723,2
0.27755040,0.00277695,0.00009815,0.07062775,0.56873123,0
0.19457713,0.34455927,0.37688309,0.02796284,0.22414519,1
0.07140585,0.14065248,0.43348005,0.28115860,0.87948921,1
0.06960283,0.81873547,0.82491588,0.32581688,0.17614497,1
0.83073398,0.96863187,0.49567060,0.41910049,0.46325667,2
0.55986820,0.36706128,0.01708920,0.15429407,0.97718410,2
0.82088836,0.89470425,0.51202233,0.46249933,0.02345380,2
0.07223263,0.63619702,0.32813617,0.22865985,0.15097340,1
0.63082024,0.02972987,0.35186184,0.99730763,0.21366694,3
0.63861402,0.40647141,0.72401631,0.75325616,0.31832054,3
0.58902094,0.77664873,0.49188108,0.07871876,0.42521144,1
0.65466376,0.20830048,0.19299229,0.56755268,0.20644173,3
0.31853817,0.21137850,0.44331715,0.27367121,0.15576898,2
0.95026476,0.61030318,0.75916743,0.29709436,0.57662428,2
0.30033541,0.80155000,0.86238485,0.63535383,0.10739681,3
0.53226443,0.91802524,0.97440957,0.46966551,0.27246008,2
0.26055374,0.12232708,0.48846193,0.66939569,0.27298833,1
0.27797754,0.13453881,0.65833382,0.74491749,0.93788082,1
0.32173245,0.71877146,0.19970894,0.38929399,0.45151143,2
0.95661757,0.09397647,0.74249109,0.63940568,0.06045842,3
0.52584965,0.93738069,0.61644461,0.60914623,0.71453640,3
0.07680247,0.97891536,0.32170745,0.72142702,0.11802176,1
0.82781999,0.84824204,0.66303083,0.96663107,0.76967922,3
0.42046899,0.11317518,0.34132626,0.53526188,0.79212755,2
0.42853843,0.43114074,0.70376333,0.97549911,0.51473768,3
0.75437293,0.91775834,0.96152273,0.08620270,0.46188040,2
0.32879136,0.76720677,0.38669844,0.20975538,0.39051537,2
0.45390525,0.65435649,0.45465932,0.80345329,0.83431335,3
0.05510902,0.04794768,0.35738618,0.63326206,0.38128463,1
0.57562222,0.66634447,0.25134950,0.69350950,0.94397839,3
0.78086107,0.10593826,0.02913188,0.24637977,0.35283014,2
0.83840934,0.67511186,0.77867367,0.29090481,0.40494669,2
0.90139015,0.71707366,0.97328580,0.19288375,0.66337146,2
0.45325070,0.59552926,0.41345899,0.61530949,0.02162305,3
0.82527416,0.86068859,0.82420418,0.54455420,0.76320334,2
0.87130724,0.69161623,0.33759810,0.96308706,0.67327594,3
0.82740248,0.38083321,0.12930223,0.95345691,0.52519853,3
0.28093010,0.53532614,0.09590753,0.26797178,0.76069200,0
0.16700491,0.15068297,0.14158416,0.19910271,0.33821456,0
0.45368864,0.33020772,0.39512028,0.95066344,0.70136579,3
0.81583406,0.38666317,0.03130637,0.52934565,0.33974654,2
0.98004163,0.66402460,0.17195844,0.16424568,0.03061839,2
0.18389863,0.67175117,0.04059306,0.57286538,0.48714027,0
0.02029610,0.19763510,0.06568667,0.74838034,0.19653607,0
0.60259106,0.33187479,0.73857846,0.37936118,0.90225913,2
0.16414793,0.92172646,0.46899719,0.65276616,0.53315946,1
0.55847153,0.57612394,0.27422734,0.55928905,0.27305388,2
0.09966652,0.29741167,0.31933288,0.51576860,0.37210810,1
0.04433663,0.50778400,0.19445162,0.53721421,0.35673862,0
0.11282741,0.38759358,0.13607311,0.46554620,0.21102008,0
0.57037559,0.01803868,0.81951289,0.51158622,0.42574612,2
0.99457511,0.72173601,0.92616045,0.86309068,0.47423062,3
0.11787959,0.29588130,0.91994397,0.70615577,0.25857433,1
0.33677981,0.90454491,0.10027239,0.58916579,0.28628259,3
0.46843015,0.89437229,0.04615867,0.96832202,0.41160576,3
0.84889764,0.65114503,0.12559530,0.73691188,0.34177716,3
0.33808543,0.37889539,0.38569658,0.67538432,0.13902115,3
0.96352795,0.45331760,0.27751911,0.28241051,0.99004560,2
0.24308742,0.37075002,0.44194403,0.09588128,0.38832165,1
0.15144868,0.06275437,0.37038824,0.25879078,0.50721030,1
0.75546078,0.55108818,0.40874555,0.42845391,0.11021456,2
0.88485355,0.84875504,0.99532570,0.33041371,0.71078781,2
0.18122996,0.88082672,0.35219399,0.38549249,0.27901172,1
0.35323993,0.40854554,0.48488751,0.61508862,0.41368144,3
0.00228452,0.13729943,0.76377688,0.70437110,0.31265944,1
0.17389146,0.98096682,0.91932329,0.02899159,0.33489488,1
0.99407762,0.80086356,0.90916829,0.21252848,0.22663479,2
0.15093748,0.62358803,0.68583584,0.07434928,0.38193626,1
0.51291265,0.89046018,0.17902529,0.60271361,0.50894166,3
0.30486915,0.83942627,0.26220709,0.04823385,0.01189997,0
0.99692196,0.68334505,0.09176476,0.73588192,0.52292777,3
0.03855707,0.93068816,0.14841487,0.88005888,0.93001066,0
0.26817459,0.60310000,0.22283149,0.24916952,0.48478382,0
0.08211196,0.78285095,0.23105592,0.16352768,0.09120596,0
0.43300208,0.53185799,0.17207706,0.09619830,0.09492833,0
0.19879734,0.33455452,0.41143286,0.48511226,0.18321387,1
0.59897650,0.13996614,0.81812889,0.24050938,0.33614684,2
0.84460590,0.88860903,0.60570812,0.69856701,0.71321112,3
0.03405891,0.12350464,0.91200935,0.42714228,0.40865592,1
0.85377439,0.98219647,0.18858905,0.80519959,0.46532378,3
0.39219959,0.50253031,0.61767858,0.84915146,0.42791093,3
0.99065637,0.85478829,0.31565184,0.94896765,0.24366835,3
0.68638474,0.74133593,0.59860483,0.42938670,0.61888035,2
0.03270610,0.62600687,0.57924593,0.35989455,0.42373119,1
0.05937262,0.35872553,0.75876313,0.05486361,0.44042387,1
0.69970799,0.77831039,0.19617884,0.27196127,0.38335407,2
0.13854981,0.65985117,0.79309050,0.85676018,0.33799273,1
0.31658612,0.80641531,0.52419960,0.06443056,0.35182702,1
0.97979152,0.98432870,0.95130141,0.90055133,0.22241501,3
0.39361233,0.69101015,0.12291167,0.88861064,0.85101816,3
0.39600725,0.27022878,0.76861626,0.92898377,0.59609642,3
0.04101988,0.13690123,0.00139999,0.21062759,0.33623135,0
0.35225875,0.29215625,0.40269522,0.21848234,0.28807550,2
0.69545030,0.35222834,0.05894689,0.51533833,0.22494708,2
0.35586109,0.05163625,0.07067717,0.14864580,0.94477469,2
0.52481381,0.65805780,0.44321008,0.05838122,0.48581398,1
0.91698090,0.83051533,0.36804975,0.28936719,0.18773497,2
0.24312892,0.26790739,0.66693661,0.86845201,0.56421851,1
0.94559077,0.57968322,0.72814219,0.89731995,0.88583567,3
0.63632272,0.78946418,0.17879943,0.35302387,0.52311407,2
0.84917239,0.92494978,0.10339378,0.32176367,0.13257241,2
0.30267088,0.16173399,0.72248747,0.92392188,0.98625791,3
0.50523055,0.59088108,0.88368917,0.00603987,0.25716887,2
0.30061845,0.27639511,0.24612410,0.80181771,0.34396576,3
0.23498301,0.73257483,0.64540763,0.96920130,0.66679977,1
0.58176147,0.69152426,0.65976384,0.58250907,0.84605838,3
0.33421883,0.38998330,0.79039162,0.45579858,0.93254370,2
0.77166698,0.67622374,0.90581868,0.87074529,0.46378235,3
0.05705564,0.46733227,0.03780672,0.13465573,0.07336951,0
0.56706215,0.16472463,0.18862217,0.97664667,0.95569111,3
0.61402963,0.80284465,0.79726675,0.32782821,0.12148637,2
0.18032556,0.19618031,0.20539125,0.24730201,0.05373076,0
0.79307909,0.36237842,0.80090862,0.33198662,0.14666296,2
0.13289158,0.03209991,0.98315447,0.97658175,0.14682026,1
0.93404428,0.99542329,0.49295981,0.01099149,0.69650617,2
0.37103920,0.38492378,0.65590027,0.31980633,0.66610908,2
0.58729559,0.19438532,0.77874707,0.78818444,0.07752722,3
0.87752070,0.58781539,0.54416020,0.74371329,0.28585219,3
0.57187767,0.15163053,0.95090995,0.43697862,0.96132766,2
0.56596669,0.28329114,0.49345135,0.57928913,0.84441442,3
0.09401174,0.46730191,0.45468913,0.05233183,0.04466929,1
0.93872092,0.19405459,0.40319166,0.22354269,0.97739845,2
0.51086090,0.90329736,0.33540863,0.31802982,0.49996305,2
0.00233998,0.62976737,0.84580975,0.60793121,0.45496509,1
0.05262185,0.12596126,0.19991645,0.58852186,0.63483597,0
0.01347956,0.51706895,0.62290638,0.85455658,0.87622803,1
0.12854057,0.32116588,0.93225524,0.62053104,0.94852216,1
0.00097300,0.54900354,0.88026744,0.10894055,0.03610602,1
0.48803191,0.10863315,0.24972697,0.04586700,0.06432000,0
0.81840448,0.78059394,0.65134891,0.22344643,0.71081488,2
0.95928678,0.32328763,0.34434947,0.37419915,0.97838862,2
0.54057464,0.73291551,0.17977180,0.64254353,0.08909429,3
0.25705295,0.72480098,0.52081539,0.90512032,0.78133207,1
0.88621996,0.40070307,0.32544092,0.99563216,0.17987032,3
0.15169733,0.72603725,0.50656796,0.44746595,0.13336855,1
0.41641899,0.51677311,0.37307501,0.07461790,0.84256154,1
0.84255010,0.90999621,0.70320511,0.19492032,0.81696916,2
0.72776797,0.06014292,0.81647555,0.78151332,0.23584694,3
0.03894596,0.80565197,0.89897912,0.16164129,0.25700312,1
0.43693202,0.22169222,0.59700575,0.54717498,0.03649530,2
0.98102031,0.61900984,0.59573449,0.91152255,0.28480222,3
0.25371791,0.52031488,0.89912241,0.90179844,0.36056954,1
0.40793334,0.35023962,0.99819035,0.12130544,0.35617024,1
0.10548255,0.66879947,0.52413010,0.53683803,0.41946848,1
0.08463805,0.64590051,0.69253629,0.07923432,0.79581445,1
0.31711736,0.21155400,0.99108756,0.90824594,0.85896559,3
0.30928115,0.28661376,0.70022705,0.73291794,0.03266313,3
0.08838305,0.45198451,0.98893249,0.83143997,0.33049847,1
0.74887052,0.19899591,0.58111318,0.84355704,0.88429658,3
0.68245884,0.10193607,0.34358523,0.74369390,0.18253471,3
0.01502949,0.27160645,0.17392522,0.01224033,0.65930822,0
0.48029880,0.57407344,0.64012211,0.34202044,0.14730484,2
0.36692579,0.05215481,0.04767846,0.60139607,0.94205040,3
0.04505024,0.68801972,0.85118373,0.51924175,0.77836214,1
0.19023239,0.84066850,0.99183354,0.35059889,0.11609956,1
0.06382655,0.97081759,0.06302134,0.84125148,0.26554634,0
0.95662512,0.17709024,0.81746294,0.33353793,0.04227946,2
0.27297495,0.27755341,0.18749071,0.28040075,0.61838036,0
0.35006762,0.07535985,0.32915837,0.06197185,0.03317611,1
0.24631804,0.72531663,0.05608578,0.10091568,0.20359232,0
0.16229442,0.29507287,0.24183277,0.67181187,0.13457433,0
0.64358176,0.18102020,0.69382494,0.29468415,0.87362890,2
0.31827731,0.16944104,0.02544321,0.34179842,0.10252643,2
0.04586666,0.59763548,0.22795710,0.87617149,0.09796110,0
0.33863796,0.24600338,0.62130138,0.15984570,0.96461753,2
0.00498707,0.68524733,0.93387548,0.77622538,0.68187046,1
0.57001357,0.72261474,0.54939153,0.36721399,0.20710728,2
0.67508591,0.61375458,0.73852280,0.68664478,0.44356324,3
0.57867748,0.38658851,0.06040653,0.97085551,0.52373904,3
0.71902753,0.44632173,0.58962760,0.01434047,0.73550859,1
0.51595335,0.70062529,0.61725768,0.87694676,0.04295157,3
0.42987335,0.98197280,0.18680083,0.72275367,0.04074467,3
0.73336314,0.21819136,0.39786216,0.54692977,0.84784980,2
0.29832424,0.34759305,0.74756790,0.42434201,0.90589019,2
0.35018284,0.89377818,0.41866048,0.68079143,0.91378911,3
0.21685295,0.36244763,0.22599906,0.00182206,0.32738822,0
0.62337962,0.27164810,0.65916996,0.81280637,0.21569058,3
0.32964712,0.37121987,0.99542877,0.81629610,0.10000031,3
0.51805404,0.88502916,0.76740597,0.21903212,0.38094688,2
0.91771273,0.35182708,0.31092474,0.05999663,0.56925469,1
0.34397494,0.43187995,0.03403504,0.33709584,0.52122809,2
0.50844603,0.82732000,0.17720035,0.85650850,0.01258845,3
0.51471648,0.70903723,0.51095073,0.69405531,0.95137951,3
0.88458011,0.57657894,0.33046041,0.82163616,0.07677692,3
0.03118861,0.77758421,0.09054802,0.98490275,0.72604142,0
0.92484666,0.55883677,0.37129677,0.74290108,0.68944583,3
0.52440197,0.68656631,0.20811072,0.01569656,0.38215214,0
0.54450721,0.39326002,0.55868022,0.40882403,0.76721788,2
0.40993076,0.95889339,0.06567201,0.33546421,0.76163407,2
0.70153432,0.91101898,0.83703143,0.27502191,0.78713430,2
0.42240641,0.29139289,0.83060843,0.26210182,0.45187559,2
0.80172368,0.77899775,0.93856556,0.06912463,0.67665660,2
0.43774099,0.91044406,0.66069603,0.59126512,0.12992983,3
0.26634375,0.09011189,0.25121702,0.94325550,0.17602582,0
0.24127439,0.97206978,0.42950590,0.19326228,0.27453020,1
0.80000495,0.06827434,0.35020221,0.67558294,0.79717402,3
0.93676713,0.41645270,0.35946314,0.78180280,0.40163934,3
0.38911025,0.21303413,0.30159298,0.65593644,0.66204783,3
0.56010193,0.63267687,0.09972757,0.34398503,0.18572512,2
0.11724795,0.71291613,0.45537583,0.21596853,0.48604573,1
0.23270377,0.39306112,0.94592381,0.14444772,0.62324130,1
0.83722272,0.57426344,0.46799690,0.98386336,0.34826425,3
0.09002447,0.71711606,0.94361680,0.06251878,0.68591886,1
0.95986773,0.50642286,0.67937477,0.62107468,0.44801556,3
0.24224810,0.00843511,0.77213027,0.16207774,0.07723631,1
0.42855534,0.14939974,0.40196330,0.48266682,0.73150833,2
0.23814450,0.81888438,0.90870066,0.16897583,0.98224720,1
0.93444833,0.78082237,0.40609200,0.42645472,0.37217020,2
0.08402704,0.70906068,0.59475642,0.81128269,0.84888157,1
0.44984671,0.47973638,0.41256420,0.13214622,0.58667888,1
0.80115709,0.96333210,0.95793823,0.85184952,0.37985648,3
0.00187579,0.86445615,0.43690017,0.87242362,0.54661387,1
0.58919846,0.35931786,0.66338328,0.98794124,0.08270765,3
0.22925735,0.20643426,0.78766198,0.69924437,0.32213642,1
0.31628207,0.64228787,0.50499184,0.79885413,0.04163893,3
0.91871261,0.19646131,0.62178741,0.23497805,0.87513237,2
0.13853122,0.94705704,0.00911609,0.10793401,0.18349924,0
0.09046694,0.34004916,0.91063923,0.45758368,0.59473936,1
0.13660402,0.41310922,0.20158726,0.58399224,0.59935909,0
0.42642754,0.16665190,0.73805409,0.10334187,0.96601336,1
0.66157198,0.59362185,0.68280591,0.67032496,0.68698179,3
0.46979245,0.73858072,0.34352721,0.87840640,0.68335961,3
0.36371088,0.68364149,0.15959765,0.37497387,0.78988145,2
0.51033677,0.60423429,0.17813147,0.98668857,0.05390737,3
0.65131619,0.51036827,0.81567927,0.33996967,0.54746414,2
0.20275868,0.95884299,0.19355738,0.37583658,0.19188733,0
0.29890180,0.96326780,0.10512438,0.06690155,0.36406565,0
0.96546038,0.65123179,0.87331577,0.10544353,0.52936186,2
0.86300948,0.98225981,0.80093879,0.54226367,0.01515683,2
0.02995770,0.25909824,0.80933020,0.03546352,0.90679049,1
0.58462682,0.56694414,0.28539216,0.09668062,0.49504395,0
0.60016343,0.72048659,0.52986433,0.70058411,0.99967907,3
0.29411450,0.56067312,0.81511489,0.52203158,0.84278332,2
0.66171859,0.02243728,0.48815072,0.47671246,0.24956811,2
0.96323995,0.25507349,0.80661411,0.27160890,0.98023505,2
0.78740874,0.69459170,0.56631233,0.88114385,0.32711499,3
0.92235249,0.97380392,0.83309941,0.83799625,0.20284735,3
0.62776362,0.48663167,0.53672565,0.12029502,0.41218730,1
0.98334042,0.99336474,0.01788517,0.05563947,0.12421158,2
0.05899625,0.92963353,0.45867007,0.50244586,0.34391587,1
0.93768102,0.13185831,0.27593856,0.94418397,0.48037771,3
0.61425690,0.81690360,0.38133184,0.22580939,0.32598932,2
0.14299160,0.59098873,0.76554092,0.07739031,0.26508915,1
0.05344671,0.21816954,0.12250224,0.20213986,0.13892400,0
0.40094878,0.48051038,0.46610768,0.27496764,0.06273035,2
0.49773552,0.03717855,0.75896959,0.31999133,0.61591182,2
0.79583404,0.83307491,0.26909917,0.54440373,0.72135198,2
0.93191108,0.53584577,0.10304209,0.22961096,0.83469501,2
0.20720764,0.99735883,0.74651806,0.67963921,0.64015048,1
0.21124069,0.63264867,0.00265588,0.23811123,0.14560336,0
0.10241832,0.45953902,0.15677422,0.37240336,0.97095585,0
0.81620750,0.20386126,0.13765843,0.38933065,0.87025608,2
0.79774276,0.82780330,0.56046049,0.80248714,0.19608153,3
0.83812769,0.14296722,0.64173851,0.04734449,0.23016427,1
0.53434093,0.19627098,0.03236862,0.67642730,0.76420658,3
0.15567039,0.67151548,0.33196216,0.55341938,0.87486505,1
0.65509408,0.12618104,0.43715053,0.51107674,0.46118262,2
0.50453474,0.97636504,0.42432212,0.05292941,0.48695782,1
0.60064526,0.61669924,0.40887346,0.63641241,0.81543518,3
0.34655502,0.74947594,0.38538905,0.08035392,0.11565440,1
0.64822880,0.44758229,0.26515257,0.01432145,0.74006696,0
0.63548518,0.16705721,0.23839510,0.47054134,0.71814292,2
0.19663519,0.65098862,0.30374316,0.86463254,0.69440338,1
0.98842033,0.40750034,0.42920484,0.03305723,0.45427734,1
0.16351622,0.43796311,0.67601799,0.74363740,0.95857274,1
0.20088692,0.75618432,0.67663066,0.07742473,0.55188850,1
0.17537170,0.23000570,0.25827851,0.46869285,0.82642398,0
0.75938371,0.22155277,0.50687653,0.17728001,0.86003587,2
0.64664369,0.77944915,0.44951347,0.90512006,0.92983356,3
0.68621520,0.80717179,0.75973103,0.92119006,0.44307616,3
0.86982099,0.07287016,0.00102947,0.03194179,0.03706032,0
0.37998628,0.85379106,0.80882669,0.77921173,0.25656831,3
0.21237190,0.26336153,0.95999983,0.32053627,0.18270444,1
0.40654319,0.49110246,0.16045865,0.74236324,0.31115297,3
0.25110171,0.59623070,0.46421710,0.43375596,0.01820948,1
0.90933623,0.07610380,0.01496400,0.25275227,0.24711461,2
0.81255540,0.64656674,0.96638704,0.23466562,0.16098528,2
0.53974559,0.75126097,0.50803363,0.80183484,0.70062792,3
0.37756232,0.20861973,0.76844954,0.73617676,0.27561047,3
0.29922820,0.91761606,0.44751664,0.14990795,0.93125826,2
0.84049288,0.14661962,0.24544594,0.14377843,0.75308603,2
0.22272250,0.07057455,0.93439774,0.67492373,0.26238401,1
0.37828188,0.85495611,0.35373132,0.61078667,0.78115361,3
0.53724505,0.88700053,0.01923115,0.68536810,0.36358664,3
0.37145032,0.28815384,0.13213509,0.10471749,0.47702573,0
0.60753861,0.73854596,0.32754813,0.06737540,0.57270148,1
0.44830341,0.42226834,0.44404370,0.30851411,0.36469175,2
0.83246379,0.92455533,0.04689036,0.69586373,0.53614057,3
0.61344461,0.88528716,0.48701618,0.84541206,0.04204304,3
0.46821364,0.75793986,0.08231811,0.32552510,0.86854070,2
0.31572007,0.03613205,0.99052739,0.65610339,0.29397532,3
0.02898543,0.59492514,0.36914102,0.91455785,0.86956922,1
0.34227874,0.01830342,0.74130506,0.80422819,0.61274460,3
0.79020721,0.60066202,0.09331351,0.03582186,0.60945697,0
0.63733533,0.99840954,0.96454815,0.66614825,0.67491057,3
0.86571885,0.54709373,0.27997520,0.17192972,0.99986451,2
0.44432115,0.46657908,0.91283700,0.28411334,0.56562397,2
0.37880528,0.94081491,0.99246527,0.06613431,0.93356558,2
0.22538866,0.89567421,0.89444007,0.34779446,0.77617749,1
0.06522548,0.19746792,0.14319208,0.20576042,0.04838243,0
0.44975541,0.35143985,0.74871955,0.02090786,0.35028562,1
0.98678580,0.16009618,0.67575409,0.41730631,0.39780507,2
0.94096673,0.53523704,0.42273993,0.54870001,0.25208848,2
0.93977753,0.23330343,0.89746603,0.76567227,0.53055685,3
0.69991337,0.68811627,0.69825058,0.62289907,0.79267567,3
0.64354366,0.83125420,0.75876780,0.51058321,0.65197284,2
0.74863421,0.79476353,0.96700035,0.36382710,0.23475225,2
