feature_1,feature_2,feature_3,feature_4,feature_5,label
0.91773627,0.42812970,0.25506428,0.96047359,0.92979775,0
0.09401611,0.80945300,0.68436162,0.07681824,0.15651939,0
0.49995091,0.95237738,0.46917491,0.76689548,0.90092229,0
0.19436327,0.39815130,0.30316867,0.42802657,0.75312117,0
0.43977451,0.45105923,0.43270043,0.32335396,0.64847959,0
0.58697349,0.87805191,0.00553958,0.47908758,0.05089347,0
0.99331587,0.52122822,0.02973449,0.43723419,0.73854314,1
0.78902446,0.35410602,0.25107001,0.92477159,0.36006619,1
0.20524961,0.74891867,0.94404673,0.37816120,0.98784484,0
0.76935916,0.95612417,0.09298043,0.34658404,0.49882641,1
0.87438239,0.96910256,0.88027104,0.93210054,0.20159851,1
0.99551126,0.14356171,0.00132802,0.62839632,0.58097456,1
0.20734541,0.83360747,0.59285802,0.18634676,0.88974514,0
0.35232744,0.17114094,0.64739309,0.84498427,0.58553914,0
0.18219239,0.43422877,0.72090944,0.15612293,0.20777533,0
0.58781393,0.08636656,0.51608129,0.24071724,0.64238181,0
0.94666469,0.56380782,0.38685146,0.39575398,0.86678226,0
0.82618168,0.52313485,0.67315093,0.70305546,0.95144948,0
0.18447682,0.51185392,0.09769474,0.70717621,0.61807716,0
0.70536229,0.26610162,0.00224401,0.12692047,0.56586545,1
0.27020980,0.42812485,0.98053890,0.47014307,0.73169648,0
0.00552770,0.57433731,0.19093877,0.56810272,0.99802440,0
0.48054324,0.00840195,0.02581641,0.31507923,0.58860207,0
0.42941346,0.79123321,0.42767036,0.99334780,0.65167476,0
0.33390189,0.80981828,0.99956571,0.99203464,0.45750849,0
0.86052895,0.41568808,0.24765749,0.83377480,0.82943646,1
0.50003484,0.47467798,0.31613519,0.91516532,0.13356412,0
0.68197163,0.12106292,0.50880891,0.85136018,0.09329449,1
0.64694980,0.41454185,0.77361247,0.37928824,0.06250106,1
0.28737928,0.96342321,0.31035706,0.34546675,0.31240678,0
0.05551983,0.58190232,0.03287500,0.35510995,0.56030677,0
0.74662528,0.42369687,0.50529688,0.23231113,0.48649678,1
0.52338266,0.16545019,0.32055394,0.42812513,0.33733850,0
0.82231595,0.26357129,0.27045719,0.56798487,0.40826120,1
0.71156279,0.76402737,0.76593670,0.81515683,0.99153101,0
0.21490316,0.44570567,0.64724909,0.93259448,0.15439709,0
0.84891851,0.82994700,0.21864459,0.74450439,0.20407339,1
0.98515104,0.03205540,0.62610492,0.76792739,0.85282493,1
0.02413046,0.23617119,0.50029261,0.27979690,0.23615507,0
0.65212139,0.01336131,0.45213029,0.70659073,0.99744299,0
0.52441631,0.07855150,0.68078439,0.97214782,0.03651926,0
0.14941363,0.21613184,0.66867487,0.40767834,0.18550279,0
0.08730658,0.35511432,0.34449634,0.34586123,0.17458301,0
0.99981217,0.07137946,0.39224608,0.88425448,0.39626358,1
0.30791123,0.77252603,0.63281642,0.35411942,0.62374934,0
0.21368609,0.41831130,0.38986487,0.37051112,0.17211418,0
0.06434107,0.72085000,0.19997468,0.33027265,0.25379882,0
0.24056453,0.51121462,0.19023547,0.65394108,0.85349391,0
0.50446851,0.23410338,0.40096488,0.30399711,0.91577431,0
0.02829640,0.92323789,0.80410434,0.80698948,0.65179148,0
0.57642259,0.77220998,0.79387207,0.53280710,0.99216204,0
0.32729949,0.86549384,0.08059512,0.27005155,0.45732196,0
0.80976462,0.97815052,0.58005878,0.37116432,0.12511754,1
0.01968079,0.81686607,0.28722816,0.68915922,0.34233148,0
0.52695435,0.92740171,0.85791750,0.85982452,0.63655733,0
0.85713909,0.70322265,0.36227108,0.67585138,0.21919214,1
0.77007012,0.99589019,0.75200432,0.65086804,0.35076197,1
0.42085879,0.11284847,0.45895230,0.52819395,0.38411627,0
0.20207921,0.74546218,0.90257106,0.37136803,0.66799814,0
0.45692035,0.87063861,0.82868451,0.83938515,0.60099897,0
0.45635591,0.36842264,0.80748059,0.85626779,0.45256653,0
0.74940818,0.51457350,0.71597888,0.71787895,0.47132055,1
0.07588192,0.73150193,0.18825301,0.45392852,0.33289892,0
0.84345576,0.59196855,0.61032313,0.26074744,0.74216045,1
0.77133965,0.00177552,0.58094049,0.94657772,0.95874475,0
0.40878915,0.53015928,0.09249498,0.89861471,0.05074631,0
0.44088919,0.54362485,0.46252953,0.07549939,0.04775698,0
0.54407932,0.60220686,0.85060113,0.78760998,0.27746627,0
0.20863646,0.57617532,0.49816492,0.65181574,0.83335907,0
0.74315312,0.14070818,0.26035274,0.89369798,0.97209447,0
0.38203037,0.40733714,0.59996064,0.20789672,0.69375293,0
0.81293985,0.24048218,0.98717979,0.53127149,0.75519857,1
0.10688243,0.10134544,0.88801359,0.29039931,0.54827522,0
0.56806063,0.90298949,0.06054073,0.68360890,0.69791231,0
0.16444431,0.39855846,0.55933052,0.26334151,0.51750849,0
0.42121283,0.48017232,0.68471979,0.85234223,0.46299572,0
0.18621211,0.33982535,0.50165612,0.59865525,0.14188987,0
0.16580298,0.41850005,0.57024285,0.55251667,0.11027403,0
0.15341531,0.69081608,0.02570736,0.98814561,0.38297170,0
0.67699395,0.85317956,0.42529211,0.99792549,0.66235569,1
0.07021165,0.13031213,0.08627156,0.84127160,0.91101116,0
0.08793443,0.15350189,0.35166860,0.50243134,0.31083161,0
0.68028901,0.22541419,0.60629263,0.46652457,0.55011467,1
0.65595716,0.01483058,0.62313222,0.13918858,0.72772645,1
0.61257501,0.04787004,0.43463416,0.85740945,0.89186337,1
0.22041789,0.38076128,0.48940059,0.73049822,0.09980712,0
0.70961257,0.64188714,0.55628209,0.35373002,0.81940380,1
0.41532394,0.41875753,0.09444326,0.14683458,0.51288510,0
0.30335837,0.96517180,0.69062479,0.69691453,0.81320835,0
0.28380005,0.59639331,0.12809258,0.00817961,0.07283016,0
0.67385399,0.05709864,0.20362801,0.76496017,0.38196359,1
0.55579617,0.58321515,0.81620484,0.86437746,0.76593979,0
0.84353644,0.20300177,0.94419804,0.43394947,0.66562097,1
0.65622282,0.45662657,0.57497236,0.12330719,0.04574408,1
0.99428029,0.26737289,0.52783826,0.08309102,0.52104483,1
0.64510533,0.30915154,0.13856303,0.66567556,0.38672960,1
0.47032083,0.35478976,0.97330166,0.76630685,0.66931252,0
0.67307509,0.77034001,0.53206062,0.52452657,0.29071725,1
0.19971241,0.59258087,0.48273826,0.80579981,0.27268513,0
0.36185274,0.64301172,0.32114622,0.24279518,0.39913227,0
0.07629847,0.91566528,0.04000029,0.00872977,0.60009207,0
0.69708601,0.98093433,0.15685082,0.75094764,0.01205232,1
0.00527196,0.74472896,0.65094419,0.15596659,0.01309003,0
0.76594161,0.28706015,0.81155312,0.91560749,0.80489478,1
0.83222729,0.14485534,0.36052386,0.70823090,0.22963359,1
0.52808659,0.59879029,0.04322555,0.19730343,0.56649942,0
0.27917344,0.74015011,0.19460411,0.53878495,0.97758227,0
0.69604043,0.88777071,0.83153728,0.16189038,0.67460828,1
0.04574231,0.78544453,0.63924398,0.69530814,0.59839108,0
0.83774566,0.28397932,0.11456980,0.97413310,0.14297602,1
0.76044523,0.44546065,0.85910445,0.21884579,0.74571534,1
0.61562468,0.12130705,0.52683729,0.01992766,0.73913974,1
0.23538925,0.74545522,0.56100860,0.60666725,0.78176265,0
0.30850162,0.84299984,0.35764892,0.08004875,0.28713104,0
0.52086760,0.91420182,0.35247398,0.60544771,0.22037169,0
0.89981430,0.24996333,0.50600644,0.01462023,0.31052351,1
0.27304319,0.86538820,0.03412801,0.29763823,0.15176531,0
0.34266700,0.48630083,0.87291190,0.93782891,0.01784895,0
0.86007958,0.53588863,0.37434061,0.22827368,0.45270848,1
0.52924928,0.94449513,0.93572773,0.90179103,0.72951574,0
0.55876082,0.53750318,0.93558069,0.23594528,0.00517165,0
0.49794680,0.82288871,0.78561735,0.72639288,0.57759318,0
0.80630222,0.26301903,0.67640873,0.23245104,0.03537891,1
0.14808230,0.83929476,0.68445523,0.82042864,0.44021017,0
0.82342924,0.69556578,0.54031852,0.97746363,0.13028376,1
0.11992389,0.11788113,0.41644259,0.84119507,0.84768469,0
0.41676154,0.70762438,0.09316195,0.08376798,0.01717187,0
0.12844554,0.16936696,0.55268981,0.30486848,0.68086212,0
0.00896802,0.43566768,0.03645510,0.69215432,0.94400716,0
0.81734659,0.68127550,0.50967956,0.46934293,0.22159404,1
0.39415053,0.74264523,0.23549023,0.15961448,0.12425336,0
0.39048989,0.91056801,0.81542458,0.38278827,0.39732849,0
0.24229901,0.81870763,0.71494475,0.44424760,0.90051296,0
0.08172518,0.11043625,0.12156516,0.79266539,0.67436412,0
0.92074343,0.81303970,0.49217661,0.13462389,0.80428726,0
0.99558587,0.71939113,0.65653628,0.82254476,0.94668292,0
0.69772719,0.42002356,0.25613630,0.54999892,0.06631664,1
0.26159040,0.72167042,0.13056056,0.37213103,0.25252855,0
0.83883834,0.64197925,0.15644366,0.35061527,0.34470988,1
0.11931863,0.08147895,0.78258289,0.16222652,0.22103891,0
0.85134327,0.05082911,0.65984794,0.63725387,0.22674468,1
0.50938554,0.38554317,0.42198808,0.31356688,0.71037716,0
0.21767302,0.25282663,0.12506218,0.16547557,0.30304828,0
0.82591991,0.66634164,0.82832222,0.58209696,0.36022797,1
0.50924910,0.07560021,0.39550090,0.39250584,0.43398040,0
0.91539021,0.70603160,0.52676980,0.92345183,0.38296217,1
0.13447336,0.80160796,0.73970427,0.12033522,0.14343755,0
0.79203762,0.71994995,0.22525719,0.66246551,0.25297378,1
0.04653217,0.37487901,0.04340443,0.96348300,0.29308820,0
0.15053663,0.49510684,0.33627980,0.36975280,0.85390566,0
0.75270578,0.91360407,0.29467359,0.36343344,0.08814273,1
0.10837128,0.55471807,0.62606438,0.76315010,0.28587629,0
0.50825270,0.76988504,0.18063744,0.73784004,0.97830793,0
0.89941519,0.49865413,0.04733416,0.84999139,0.46278216,1
0.18516504,0.06748525,0.46270662,0.01563911,0.93203713,0
0.52827552,0.90553112,0.06547809,0.03517652,0.64026443,0
0.62174871,0.87442809,0.50221274,0.20831110,0.59941294,1
0.10797649,0.57074579,0.34828357,0.71590003,0.61616289,0
0.49720114,0.82517658,0.82996970,0.87637543,0.79510208,0
0.15033023,0.44805487,0.26288771,0.27931121,0.15604561,0
0.08835073,0.53409759,0.26275524,0.50995768,0.06788437,0
0.77806135,0.70291344,0.91799279,0.15549118,0.47447498,1
0.92985394,0.90465344,0.55862923,0.53086658,0.54647866,0
0.40036303,0.65367412,0.06267477,0.33655696,0.41243318,0
0.88574138,0.90230689,0.81086193,0.47600263,0.02476223,1
0.77123485,0.04389956,0.87692564,0.09473821,0.26419561,1
0.21836013,0.60139390,0.89008772,0.89556070,0.47199208,0
0.61759204,0.11107011,0.56196398,0.97410899,0.04655465,1
0.67125359,0.48565600,0.44413791,0.94950257,0.08844800,1
0.66475827,0.07647557,0.04973587,0.57675637,0.07010238,1
0.34786065,0.44467743,0.65216097,0.38173310,0.00469356,0
0.38090293,0.49319195,0.28442826,0.11036346,0.83441042,0
0.79831147,0.02195750,0.52559824,0.54626730,0.97512164,1
0.70903408,0.66175627,0.54250509,0.84930223,0.01060594,1
0.77635820,0.44248891,0.06000025,0.04110324,0.24864753,1
0.30683301,0.05694800,0.24144899,0.53939915,0.72372405,0
0.87902766,0.04605987,0.76518670,0.09605348,0.09907321,1
0.83775919,0.90331372,0.72734600,0.65608524,0.28151553,1
0.55811301,0.09733652,0.39850455,0.58150830,0.69381846,0
0.32890574,0.31577766,0.55136918,0.63202841,0.39730492,0
0.22278705,0.54278766,0.99726202,0.29450920,0.53673497,0
0.25759094,0.91093885,0.51214760,0.74059809,0.33151423,0
0.13838472,0.76548630,0.60680325,0.06631122,0.13031033,0
0.28500019,0.48387660,0.31188220,0.08695785,0.14541961,0
0.38121212,0.63332235,0.28832232,0.58165421,0.65587884,0
0.18925695,0.27851552,0.57593047,0.20037685,0.00182680,0
0.10423208,0.26075540,0.27278518,0.23605442,0.08358188,0
0.68618937,0.71953561,0.55476734,0.41612640,0.80462939,1
0.80314156,0.57675759,0.53375211,0.07684438,0.50593912,1
0.78051290,0.60651355,0.27347737,0.49311082,0.78625531,1
0.13663365,0.29118630,0.33359603,0.11717229,0.61739531,0
0.22501996,0.95021094,0.95169494,0.22936491,0.12351882,0
0.59177096,0.62368540,0.75291751,0.86799967,0.61685723,0
0.93518338,0.99240669,0.33236031,0.18877969,0.46080942,1
0.87890788,0.24698808,0.55960827,0.28810080,0.67133043,1
0.89240958,0.91959356,0.27944666,0.28240121,0.16195118,1
0.22159735,0.11535347,0.83905012,0.72075130,0.96590727,0
0.66493941,0.19478738,0.94812001,0.54357121,0.29795155,1
0.04602159,0.97122272,0.72269065,0.39899900,0.78878565,0
0.58661392,0.82214402,0.71223977,0.48206481,0.02051997,0
0.17823092,0.05981908,0.41253294,0.59452200,0.24149487,0
0.24279248,0.78398180,0.80353551,0.44763817,0.72991032,0
0.49468442,0.29963945,0.92107416,0.69732495,0.10085104,0
0.04329544,0.94956004,0.23582893,0.27552231,0.66845774,0
0.26236321,0.03367471,0.70077465,0.96131210,0.16074480,0
0.60379662,0.38126575,0.15305703,0.97946513,0.44274220,0
0.03410083,0.29784940,0.97850790,0.61158707,0.58125580,0
0.24606266,0.82111741,0.08441729,0.28305826,0.55136473,0
0.39217065,0.63499665,0.55885353,0.46027613,0.96654513,0
0.07701974,0.32441927,0.02002805,0.15709585,0.78325064,0
0.19230429,0.66696728,0.74411044,0.55442756,0.46342396,0
0.59172877,0.52060925,0.80161384,0.73100055,0.37849124,0
0.67166518,0.53712406,0.87664820,0.58785310,0.18284103,1
0.45045444,0.93392636,0.00649210,0.57522257,0.30334093,0
0.98190948,0.83755070,0.91181758,0.67038309,0.23387515,1
0.82008685,0.07646827,0.24558609,0.05424189,0.00925603,1
0.92686527,0.08431545,0.63969494,0.36008581,0.11198305,1
0.91789303,0.29194370,0.54415054,0.15699918,0.13024757,1
0.36654340,0.38130835,0.77509562,0.17076870,0.01547751,0
0.45163253,0.74818378,0.52618258,0.13163463,0.81319026,0
0.30212037,0.70277917,0.05993476,0.54950181,0.07742516,0
0.93285937,0.83336664,0.64479699,0.19640291,0.96154516,0
0.88136082,0.09650060,0.48201793,0.48908944,0.47846500,1
0.84335134,0.44405463,0.28235151,0.03632780,0.67687648,1
0.56481707,0.59703683,0.62747871,0.29252363,0.80119410,0
0.70664784,0.64826570,0.76359560,0.05002005,0.29620814,1
0.02217324,0.82551882,0.87539600,0.85870578,0.13934071,0
0.84271624,0.90654622,0.71000650,0.29710683,0.96151737,1
0.03523873,0.66096767,0.92036471,0.01479963,0.89250398,0
0.33364110,0.17572489,0.98188652,0.48325264,0.86105794,0
0.83957256,0.82364936,0.01896519,0.35779558,0.75978743,1
0.37463070,0.24239804,0.02708226,0.63225256,0.72886500,0
0.99327134,0.38410799,0.30841019,0.48758156,0.38469582,1
0.60639860,0.51148262,0.46346364,0.03254408,0.97189839,0
0.70921614,0.08628816,0.04611276,0.77221755,0.19823756,1
0.80609747,0.15809222,0.22312858,0.02088337,0.66093609,1
0.73044266,0.31290156,0.33593294,0.10173681,0.79068865,1
0.84039377,0.03950193,0.51364035,0.62735721,0.75528448,1
0.82912240,0.05081487,0.34789076,0.45391520,0.44691498,1
0.38502396,0.99905941,0.96522649,0.65267074,0.10196142,0
0.02569996,0.86455932,0.50136116,0.87622802,0.85045459,0
0.89492256,0.52148891,0.76550646,0.59720223,0.91020132,0
0.47816151,0.09489432,0.87549252,0.12408086,0.95982426,0
0.24907130,0.17811761,0.33010444,0.21082851,0.94496576,0
0.76994502,0.83504419,0.78769596,0.56974241,0.76304087,1
0.36108848,0.80676841,0.43328446,0.07840764,0.58650649,0
0.79193887,0.61045993,0.02961716,0.82570973,0.04525951,1
0.98764607,0.45051784,0.19529046,0.03912881,0.57105268,1
0.55337475,0.94394770,0.12360911,0.58885355,0.23051444,0
0.38343701,0.59333140,0.16224180,0.29868126,0.36068450,0
0.90848152,0.83131876,0.09230400,0.70611861,0.22919108,1
0.99053801,0.61671187,0.55751773,0.60161317,0.59780287,0
0.62395817,0.79470944,0.38858562,0.23988127,0.50494062,1
0.28952478,0.83260227,0.19711695,0.24598251,0.82026468,0
0.94668323,0.24368744,0.76586061,0.16504901,0.17012257,1
0.25031645,0.43862480,0.26546489,0.80920456,0.07797029,0
0.37025450,0.33831656,0.17118805,0.10306993,0.21495578,0
0.04967634,0.54896841,0.12574804,0.40521472,0.40002474,0
0.57847958,0.71712927,0.50793126,0.04167629,0.84741977,0
0.42341510,0.42773364,0.73082832,0.44509121,0.11458363,0
0.14886822,0.38107238,0.97454576,0.22456330,0.19231880,0
0.03532476,0.18228111,0.75428804,0.20395403,0.99437784,0
0.56691340,0.51256129,0.89759328,0.45130937,0.04828176,0
0.26216789,0.49438177,0.25843424,0.49326860,0.14405269,0
0.34286084,0.09716752,0.96159793,0.50526989,0.52615313,0
0.32085710,0.96230650,0.36822337,0.36423063,0.08081613,0
0.21250620,0.66945526,0.59450930,0.38627873,0.42845958,0
0.81025781,0.76607033,0.52319191,0.37794962,0.04929451,1
0.25449500,0.46065874,0.34472402,0.92329370,0.83041345,0
0.44498697,0.89502836,0.72050241,0.21023952,0.40427908,0
0.25181224,0.61388483,0.37841078,0.91791231,0.10896224,0
0.47340416,0.67410090,0.98801194,0.50230113,0.91920528,0
0.35599992,0.20198144,0.33770179,0.30892381,0.60190026,0
0.85365643,0.69615420,0.09542497,0.49270129,0.01747473,1
0.35826058,0.40737223,0.81697604,0.37054885,0.61972513,0
0.35039972,0.12984863,0.81950538,0.80827943,0.17206826,0
0.85841226,0.88332124,0.21380719,0.04303657,0.15048629,1
0.24684473,0.87834927,0.79919538,0.27881838,0.55481642,0
0.76178519,0.44959101,0.99609377,0.18243830,0.73918942,1
0.36869401,0.28967796,0.81670018,0.80373392,0.71054946,0
0.14243924,0.45878488,0.85603694,0.34848174,0.81854443,0
0.55724275,0.58434113,0.07392455,0.01511059,0.42972465,0
0.89136608,0.84765030,0.89164237,0.38464561,0.83494372,1
0.03618109,0.18807210,0.51965285,0.60282576,0.88152393,0
0.55329979,0.99891841,0.91783752,0.64092808,0.74283470,0
0.59266325,0.08658285,0.07368793,0.63251226,0.80223720,0
0.95287416,0.10757545,0.26856647,0.54707284,0.07977002,1
0.44961559,0.92551868,0.59322637,0.86225574,0.61287822,0
0.22671967,0.85160769,0.60578940,0.61914450,0.86108015,0
0.00321118,0.61684475,0.53192079,0.83069335,0.62415608,0
0.92065660,0.20102672,0.40289089,0.04970405,0.21184687,1
