feature_1,feature_2,feature_3,feature_4,feature_5,label
0.15211888,0.38682349,0.59758437,0.48765360,0.65094975,1
0.60111694,0.73473174,0.47872355,0.19326537,0.06180187,1
0.61240230,0.24111614,0.94007213,0.33283557,0.20810372,1
0.27045902,0.18141513,0.75265759,0.56778427,0.40737307,2
0.45770219,0.42474596,0.02913408,0.91660952,0.88612476,2
0.50463738,0.51461796,0.42661166,0.05388306,0.86251463,1
0.15728590,0.66267144,0.44774879,0.42198621,0.57976483,1
0.91195336,0.53933659,0.93441816,0.41959186,0.10948987,1
0.52825114,0.68716295,0.53499481,0.88213694,0.48606570,2
0.13314569,0.71739445,0.63415336,0.70343395,0.79142337,1
0.44756808,0.75643836,0.96136667,0.55046093,0.54314904,2
0.19005860,0.51787006,0.21987460,0.70617838,0.03541736,2
0.98310681,0.71662601,0.36459584,0.33721605,0.92138575,1
0.14786082,0.02563845,0.13177102,0.41434075,0.50817162,0
0.67353164,0.56064828,0.14019721,0.41133788,0.26748962,0
0.14638286,0.25918480,0.50804949,0.74672763,0.57253213,2
0.05380926,0.69217017,0.71942248,0.80006696,0.93217229,1
0.48679785,0.72385240,0.21661625,0.59388024,0.06800468,2
0.25828293,0.32797133,0.62369268,0.09867208,0.69020216,1
0.93857869,0.04191155,0.93627163,0.74460086,0.86868579,1
0.05711892,0.27010064,0.17014638,0.02652107,0.32598020,0
0.99450821,0.68124036,0.74831546,0.83557172,0.87840894,1
0.69510777,0.74319144,0.85674450,0.56246410,0.86856708,1
0.94013371,0.15226430,0.85616822,0.52194498,0.99534984,1
0.82466373,0.96827605,0.65662783,0.10005544,0.48127495,1
0.22991411,0.13210650,0.45588073,0.78203833,0.49891378,2
0.15806896,0.51270958,0.73467641,0.95282646,0.27047477,2
0.01358481,0.59955547,0.08408778,0.41098545,0.29024113,0
0.58031935,0.39747627,0.26275490,0.66474523,0.75050136,2
0.27435997,0.13556608,0.67522713,0.30961462,0.44426515,1
0.82820720,0.24208996,0.89514790,0.38582261,0.77527787,1
0.33084727,0.97480113,0.51832869,0.67573194,0.56485039,2
0.56682869,0.28024883,0.13083007,0.45511582,0.36872400,0
0.68526719,0.45620094,0.71407069,0.48228683,0.91453035,1
0.74496613,0.50576598,0.69859153,0.07051874,0.28781362,1
0.80659876,0.08306897,0.16828916,0.82710331,0.75779089,2
0.35303812,0.32680705,0.19404813,0.13611314,0.56869361,0
0.86718543,0.17604331,0.79713928,0.07617460,0.80305759,1
0.14236626,0.95067877,0.01358847,0.12134016,0.39405827,0
0.03213166,0.74694077,0.85228631,0.46496707,0.89649663,1
0.73896865,0.31281634,0.20737317,0.27038374,0.49339364,0
0.48945885,0.88812154,0.44639044,0.22827790,0.18299348,1
0.54539215,0.92377950,0.63216544,0.75675185,0.42696471,2
0.99020276,0.25839670,0.36213892,0.78507999,0.17984350,3
0.55078021,0.96518346,0.99278218,0.07678957,0.98712425,2
0.25874086,0.33655849,0.33267803,0.15305175,0.18042916,1
0.90127599,0.35536508,0.45249157,0.26438001,0.99661532,1
0.35614032,0.97104032,0.27074416,0.27274724,0.77044165,0
0.86416976,0.73217177,0.17315529,0.37512317,0.23367645,0
0.03528674,0.48309132,0.33729009,0.06732400,0.54367306,1
0.47048827,0.72215144,0.05544504,0.70805919,0.68970728,2
0.08457479,0.35228424,0.63203607,0.90970954,0.96976813,1
0.87466790,0.51871822,0.91427830,0.79022529,0.86392582,1
0.83653130,0.06236774,0.58345237,0.47441866,0.33014483,1
0.71697261,0.59919141,0.57335374,0.06469791,0.31340355,1
0.56346532,0.87767414,0.17269565,0.08384318,0.00033369,0
0.88058031,0.68014473,0.55423786,0.07129707,0.24831805,1
0.25243776,0.51644202,0.21572379,0.61455487,0.34167881,2
0.61566574,0.08703230,0.53257231,0.81992690,0.02487640,2
0.35949761,0.91069490,0.34771618,0.36405515,0.71262928,1
0.48922656,0.47207763,0.52180326,0.09575491,0.35133351,1
0.42423162,0.86006794,0.10114262,0.64655606,0.87274704,2
0.54228255,0.38102239,0.96293274,0.65511183,0.88587523,1
0.11156963,0.05885523,0.47444262,0.67081056,0.17602801,2
0.62023139,0.98180446,0.55438797,0.42687321,0.76533661,1
0.29164334,0.95101395,0.09627883,0.68762358,0.48234824,2
0.78120523,0.58687286,0.86813027,0.98858667,0.74064963,1
0.18525339,0.68738012,0.22824060,0.72135197,0.45401431,2
0.02106817,0.32524701,0.84702561,0.10297233,0.63394596,1
0.52482676,0.50122942,0.19305267,0.13356879,0.39326925,0
0.08538324,0.87384427,0.66770770,0.41499928,0.26947554,1
0.58317874,0.59639156,0.68785523,0.36910446,0.14478327,1
0.71205405,0.34379471,0.46943552,0.16195541,0.27284900,1
0.48990286,0.44779889,0.73143026,0.67220735,0.53774959,2
0.00163802,0.20279060,0.14311757,0.76921239,0.74084302,2
0.26613596,0.91727020,0.14396934,0.69809687,0.37047173,2
0.88201448,0.25005783,0.28553073,0.34053355,0.12872894,0
0.30893266,0.56278497,0.13409151,0.47418797,0.18384600,0
0.29506605,0.90278970,0.10895818,0.05670190,0.87068472,0
0.90299223,0.06937424,0.80329882,0.01908553,0.56281594,1
0.50583665,0.01549596,0.28517316,0.54083796,0.34423264,2
0.41181452,0.33983979,0.14601033,0.24899531,0.02934527,0
0.97267484,0.74203547,0.48273778,0.84177703,0.71832841,3
0.38395555,0.66836270,0.90894033,0.74216337,0.15560067,2
0.20462179,0.05647312,0.87834863,0.59677153,0.99630253,1
0.00421694,0.43990697,0.77797456,0.16856804,0.75985727,1
0.06757990,0.89985938,0.94902419,0.34985173,0.81148844,1
0.37685098,0.23519982,0.81580476,0.20991745,0.30895404,1
0.21239701,0.45757120,0.63791782,0.82220956,0.34017402,2
0.24115222,0.42972340,0.59311940,0.56625196,0.69526893,1
0.77597092,0.35288139,0.05252504,0.05358419,0.25343591,0
0.50164474,0.26894019,0.16808720,0.09537983,0.14399385,0
0.89624853,0.96601185,0.74585447,0.60578360,0.61267244,1
0.82899169,0.28640078,0.23527789,0.99101086,0.81862888,2
0.05817494,0.62540628,0.67785544,0.92904521,0.06333204,2
0.28675377,0.33278287,0.78489490,0.80151906,0.41893354,2
0.69616393,0.37265421,0.84306514,0.58825410,0.85257127,1
0.76619044,0.24118897,0.19302231,0.97431965,0.07182920,2
0.94863758,0.64670312,0.54904523,0.85068398,0.51665330,3
0.83751088,0.75584649,0.99039971,0.11177347,0.72238292,1
0.76789809,0.94221715,0.90650284,0.18348507,0.81293367,1
0.47919689,0.20002577,0.03463766,0.98567855,0.06573014,2
0.06402404,0.75881321,0.86560746,0.00345503,0.20577018,1
0.06086054,0.42593703,0.63740362,0.95441234,0.66865756,1
0.30737261,0.24402005,0.72741841,0.26495199,0.75049598,1
0.80720815,0.39542300,0.40909721,0.22753690,0.11994430,1
0.12059490,0.66945508,0.71971503,0.98900847,0.58297215,2
0.54483793,0.65785387,0.44098081,0.23132558,0.47221807,1
0.96057950,0.44526698,0.87752441,0.22485688,0.50596848,1
0.87486215,0.33406481,0.89241587,0.44823442,0.27124199,1
0.91675672,0.92305000,0.56688392,0.79998867,0.28722853,2
0.22148993,0.05636365,0.95809295,0.14263365,0.80850652,1
0.89061251,0.49838726,0.84673096,0.80793800,0.93369242,1
0.22913301,0.88307696,0.02551305,0.21474401,0.59723565,0
0.63503737,0.90915885,0.12679370,0.02185276,0.04386347,0
0.27942679,0.40524814,0.34383973,0.11276135,0.68199555,1
0.23715257,0.55073470,0.57195551,0.16477650,0.67812596,1
0.43259400,0.14286706,0.72898444,0.98856071,0.81841365,1
0.46401639,0.96191714,0.20076096,0.81430193,0.17671559,2
0.78833151,0.33408328,0.48761466,0.61459682,0.86112702,2
0.68117591,0.77156359,0.95465531,0.93633451,0.06228227,2
0.36105240,0.98970019,0.82218825,0.34773401,0.99105009,1
0.01532489,0.34234495,0.84513713,0.01363842,0.36522208,1
0.37839323,0.70909496,0.02298301,0.18697127,0.66775388,0
0.51122372,0.56396242,0.81755118,0.16573758,0.84807263,1
0.11327881,0.07725385,0.61424862,0.35650176,0.35916686,1
0.02615761,0.34382405,0.13708734,0.88079596,0.74726428,2
0.90878111,0.16841166,0.11165802,0.62002888,0.79591894,2
0.98259732,0.03463231,0.63952203,0.66370238,0.21879874,3
0.09699032,0.71834843,0.64341944,0.25408476,0.53565887,1
0.44602853,0.16118670,0.04356585,0.58957125,0.68121175,2
0.21901643,0.19515478,0.30506732,0.31458957,0.01208047,1
0.82424318,0.39235811,0.32259571,0.89315999,0.74893040,2
0.99178885,0.64282399,0.69439233,0.63112910,0.24422761,3
0.43753998,0.89942703,0.69891984,0.46905788,0.64478089,1
0.90748860,0.26361573,0.54343403,0.16263329,0.16239932,1
0.09874866,0.31763292,0.95072358,0.97501450,0.33497470,2
0.60600905,0.74420676,0.51857591,0.76053261,0.78157813,1
0.65559516,0.78774451,0.15261610,0.71184201,0.71605168,2
0.23731937,0.92089066,0.44228147,0.10679403,0.10215228,1
0.55602011,0.12848213,0.46948098,0.22332824,0.83302080,1
0.72485000,0.42917136,0.57780375,0.12251628,0.42526220,1
0.66889346,0.34867934,0.67901841,0.89411732,0.12298620,2
0.75476880,0.25459420,0.39125599,0.20876810,0.56208953,1
0.49743023,0.33588135,0.85675922,0.30085094,0.04053049,1
0.92887798,0.64284653,0.96484259,0.70332711,0.45977788,2
0.23347912,0.84721603,0.20519995,0.61767441,0.20305570,2
0.98025575,0.23735579,0.10770762,0.88210266,0.04806865,3
0.14422666,0.93258596,0.49278448,0.36151749,0.04164476,1
0.48045034,0.01553499,0.83665786,0.10209626,0.34061143,1
0.63441712,0.12615007,0.20623698,0.91646694,0.79713456,2
0.74371738,0.51164016,0.45415877,0.09631428,0.21846815,1
0.36741621,0.41726794,0.09847312,0.03827038,0.07018280,0
0.36557096,0.08514359,0.61893316,0.54749203,0.73783002,1
0.52516903,0.65140267,0.04403108,0.26923494,0.09198812,0
0.15153738,0.23467394,0.84892981,0.23357264,0.86894882,1
0.04602257,0.18488658,0.38823458,0.32157715,0.50684895,1
0.48444986,0.95007132,0.45356572,0.07567943,0.25018093,1
0.15067627,0.58805828,0.94092078,0.88144766,0.57281668,2
0.81313544,0.11834684,0.03927214,0.16677861,0.73638779,0
0.57180658,0.21338965,0.91190491,0.46183664,0.48002680,1
0.45635064,0.55282739,0.16919242,0.54673171,0.77482856,2
0.57741148,0.83794655,0.32621686,0.34465379,0.72871070,1
0.25788679,0.94885798,0.42056693,0.87440941,0.38071020,2
0.65737270,0.48103922,0.15422117,0.59734805,0.67184522,2
0.44364710,0.53938176,0.61375830,0.43779027,0.30141635,1
0.79075975,0.01686805,0.55661373,0.42758928,0.15441008,1
0.89422353,0.58253725,0.24771795,0.48353330,0.31595781,0
0.75486737,0.90091352,0.23462565,0.64281189,0.96265922,2
0.82316751,0.01046180,0.71836272,0.69476517,0.40953200,2
0.22714023,0.67188786,0.82791266,0.51268894,0.68055290,1
0.86131334,0.99510898,0.49608751,0.82065423,0.60591127,2
0.34523705,0.48114620,0.23989101,0.90099666,0.38034790,2
0.52521619,0.80307011,0.73583867,0.18537908,0.35686380,1
0.65778778,0.81523269,0.30318613,0.03069534,0.29780872,1
0.36559722,0.49215045,0.98411150,0.25192638,0.15265903,1
0.51697497,0.54833350,0.78972486,0.76448945,0.83206812,1
0.06109212,0.68786399,0.44338094,0.22329979,0.24963273,1
0.26814447,0.01786376,0.02717961,0.29079982,0.66040181,0
0.29902020,0.00466896,0.96640659,0.56079945,0.09157356,2
0.68429029,0.10553927,0.86957637,0.15062594,0.10228231,1
0.96137716,0.97107456,0.06371155,0.41948366,0.49986421,0
0.17285189,0.93339207,0.19619763,0.56477792,0.86158027,2
0.33730869,0.90146099,0.39937418,0.76640405,0.53317193,2
0.12069360,0.87554705,0.51681369,0.55827750,0.56838038,2
0.44295043,0.24711183,0.67219415,0.83639551,0.84917579,1
0.39382246,0.87322110,0.61530311,0.66308343,0.09496942,2
0.92822973,0.47416275,0.91367942,0.57559258,0.01240223,2
0.81289007,0.57564902,0.27450916,0.50609954,0.40359079,2
0.79898823,0.26179159,0.11413681,0.44333798,0.39928127,0
0.59442548,0.21113531,0.74002712,0.64106088,0.64722271,1
0.65496551,0.25831695,0.74887734,0.59186216,0.95749333,1
0.77480839,0.75587433,0.29362864,0.02276189,0.01815303,1
0.12834452,0.12583836,0.28780423,0.24849508,0.89402470,0
0.57326772,0.98726228,0.95054086,0.84277061,0.04484741,1
0.67069122,0.18394943,0.41285043,0.76877935,0.73629874,2
0.36232214,0.15893675,0.57869250,0.44878620,0.96447334,1
0.73759919,0.68135092,0.91321706,0.58765294,0.38269356,2
0.98864938,0.00018682,0.28985583,0.82767213,0.12774437,3
0.72830923,0.87075331,0.42269049,0.56739525,0.72597119,2
0.81061548,0.64638434,0.34002543,0.33234335,0.59400248,1
0.05002350,0.60776407,0.67950872,0.75313735,0.37519788,2
0.33846299,0.16072678,0.27504533,0.06834020,0.69496579,0
0.38807301,0.29342040,0.44714184,0.83050409,0.79472821,2
0.51732513,0.08319489,0.18546278,0.32412037,0.59870350,0
0.35251306,0.71473512,0.48999660,0.89631221,0.46147665,2
0.74797055,0.61940595,0.25083119,0.31853448,0.86914622,0
0.62225649,0.85564957,0.17915876,0.79157735,0.71762740,2
0.80872453,0.68146704,0.57555344,0.48995502,0.52579485,2
0.93459332,0.57255257,0.17416386,0.02668596,0.61326674,0
0.62884904,0.91163004,0.24527857,0.24891856,0.49176648,0
0.34518455,0.50334357,0.82936157,0.92797993,0.78775225,1
0.89222671,0.03762294,0.20863740,0.62309426,0.24878200,2
0.42802721,0.17966201,0.44078689,0.97085611,0.74811198,2
0.96439349,0.32348777,0.43969261,0.11610563,0.28687209,1
0.70892212,0.53348162,0.89628138,0.93034992,0.45800659,2
0.99793131,0.41796346,0.30378024,0.23944776,0.40939236,1
0.96903603,0.22555947,0.03174906,0.75659464,0.65929650,3
0.89887605,0.65397895,0.42444732,0.02848497,0.27968523,1
0.24671767,0.64103578,0.07939316,0.61141165,0.83213422,2
0.58674191,0.94848368,0.24329143,0.11196879,0.90133882,0
0.43467178,0.22042957,0.70196366,0.35644357,0.27500059,1
0.02115348,0.28727863,0.83521657,0.91040370,0.22954808,2
0.00474089,0.77617318,0.34568458,0.09257853,0.85219727,1
0.34818631,0.21020090,0.62430521,0.65622168,0.11735190,2
0.23253747,0.84795157,0.62790938,0.83399596,0.18891281,2
0.65441953,0.02405382,0.68512945,0.18386151,0.47849423,1
0.55965698,0.73328707,0.96602887,0.57493523,0.72698046,1
0.01959019,0.51949876,0.31144805,0.01712644,0.29376490,1
0.65001417,0.42707434,0.31524211,0.51338200,0.75193610,2
0.65846988,0.00916145,0.73615191,0.29845258,0.29006360,1
0.01817142,0.07914058,0.85615166,0.90021049,0.97798250,1
0.33736789,0.96144192,0.09553583,0.11813376,0.69400601,0
0.70026130,0.12309654,0.69956775,0.64879789,0.51272000,2
0.01649572,0.63838613,0.57420644,0.84928554,0.79414230,1
0.92544045,0.29169650,0.25027952,0.11836786,0.80901360,0
0.30933462,0.47797316,0.64607012,0.25775576,0.51499064,1
0.38531011,0.36829205,0.31938752,0.55868099,0.32829862,2
0.79639226,0.76396962,0.61493853,0.21496286,0.93957161,1
0.86480133,0.59723787,0.23863565,0.91236262,0.00881614,2
0.87624326,0.72445481,0.28060204,0.14204802,0.64269398,0
0.85292488,0.84522526,0.02659634,0.57900055,0.80135461,2
0.02568095,0.08966075,0.88153737,0.17868050,0.96904088,1
0.26136579,0.94476009,0.11445713,0.40951861,0.93065385,0
0.85019047,0.48345980,0.35781671,0.24397945,0.57188179,1
0.79151243,0.63453702,0.06519188,0.74324518,0.49809751,2
0.66713943,0.02891049,0.12892627,0.50499979,0.31300404,2
0.82494938,0.74549354,0.60101584,0.73679828,0.35765492,2
0.45834643,0.91329761,0.63105476,0.76775855,0.86152916,1
0.49563762,0.88028621,0.66338574,0.52394294,0.28932359,2
0.50659780,0.55233148,0.90338785,0.99871344,0.12758409,2
0.62862603,0.29640082,0.41948906,0.91261411,0.84182797,2
0.82783753,0.72773377,0.22713595,0.36893080,0.72258500,0
0.73612902,0.86743854,0.39854633,0.96003824,0.40204846,2
0.51780466,0.54263439,0.56477223,0.74391371,0.48407697,2
0.55584113,0.13392525,0.84607525,0.59791644,0.01815727,2
0.34941170,0.88756393,0.93211906,0.06929077,0.94208036,1
0.21057663,0.95670939,0.49956851,0.92917482,0.96808087,2
0.89605614,0.37320330,0.81813428,0.71522706,0.30802204,2
0.93065834,0.15944498,0.67208034,0.47017835,0.09464591,1
0.70482483,0.79172176,0.69700233,0.30543216,0.12068676,1
0.41883298,0.47698704,0.10229735,0.41356226,0.54974277,0
0.45359279,0.64298693,0.69930021,0.79446731,0.89048383,1
0.42464045,0.91688817,0.63499774,0.41517130,0.95419142,1
0.23265087,0.52338746,0.40641431,0.50628512,0.75608424,2
0.29370356,0.48162204,0.82222938,0.81927455,0.34744276,2
0.61003785,0.78195898,0.45225300,0.20903777,0.39488734,1
0.70012054,0.71460623,0.41384561,0.89836914,0.02663631,2
0.37425407,0.87941991,0.55420358,0.72886554,0.10786105,2
0.23265844,0.15223797,0.83884910,0.32700407,0.43270402,1
0.64719455,0.20864139,0.28503139,0.98064966,0.06823088,2
0.91704776,0.66262834,0.03342668,0.26413311,0.63391875,0
0.37990412,0.95834647,0.95892329,0.38458425,0.59008945,1
0.67237302,0.25354956,0.04336226,0.67621197,0.27247734,2
0.06148020,0.13004362,0.56903550,0.04947115,0.99784646,1
0.44962319,0.69845968,0.25605854,0.19696033,0.38494322,0
0.24453736,0.94623917,0.05275498,0.47986874,0.30271783,0
0.37211598,0.39554921,0.99183923,0.03982101,0.23084894,1
0.89268319,0.62251109,0.70210772,0.58674576,0.81456498,1
0.13509500,0.86711350,0.94184248,0.50674537,0.56047493,2
0.17894238,0.47114368,0.20887110,0.92062293,0.33904981,2
0.15994696,0.65336084,0.38439392,0.35941359,0.49777739,1
0.48035246,0.95407279,0.70021745,0.40769968,0.00115987,1
0.63092313,0.45937770,0.59577994,0.06532323,0.75380516,1
0.85978462,0.34175103,0.06707120,0.49811611,0.17598061,2
0.69317099,0.52181028,0.39551641,0.98301812,0.30043202,2
0.79230468,0.63203262,0.13292166,0.88217072,0.46017379,2
0.99667433,0.42649365,0.09204040,0.36923175,0.26070837,0
0.31765157,0.05593335,0.88231638,0.39410452,0.35042702,1
0.43713324,0.56653140,0.48085215,0.45714134,0.40582301,1
0.82631376,0.81123150,0.03386346,0.77127242,0.74039945,2
0.65377865,0.36224446,0.99599368,0.65773637,0.60202692,2
0.26162888,0.51507644,0.19344223,0.93114998,0.86936137,2
0.70548387,0.95368937,0.46849539,0.28438106,0.93638878,1
0.66894819,0.25304966,0.17428978,0.11941524,0.39104824,0
0.61511722,0.63045223,0.82530601,0.50426195,0.29704435,2
0.02364985,0.20319920,0.83812546,0.09641236,0.97736112,1
0.31791588,0.43574948,0.90783670,0.58974327,0.13763990,2
0.39331572,0.21463601,0.13822352,0.55488307,0.08742099,2
0.38253475,0.07813755,0.83465220,0.59221630,0.67087652,1
0.33229265,0.44032128,0.61500828,0.30656766,0.76629703,1
0.43004207,0.29821794,0.06711326,0.73353316,0.63572502,2
0.26860429,0.07505594,0.56822249,0.00889732,0.65872401,1
0.56511517,0.76050950,0.06430475,0.13328047,0.84485366,0
0.49557693,0.63841397,0.03793966,0.20015380,0.64923960,0
0.23616017,0.36817463,0.87992756,0.88722196,0.36636458,2
0.15579351,0.40338262,0.45495893,0.16753839,0.41230042,1
0.66574668,0.30651868,0.43611229,0.11872945,0.03728775,1
0.73042127,0.12110149,0.76089800,0.94300471,0.94574137,1
0.58339601,0.30121757,0.91510628,0.50170047,0.08560386,2
0.67705197,0.56547022,0.63927362,0.56709343,0.74374182,1
0.44720290,0.44716239,0.72574365,0.27151550,0.22574436,1
0.95392510,0.41217541,0.90027603,0.53907946,0.02891859,3
0.45787677,0.71516340,0.11412667,0.70068623,0.01788736,2
0.42214262,0.32353524,0.50797174,0.71821416,0.24604885,2
0.16779513,0.53595580,0.50425375,0.61488835,0.76617753,2
0.28397624,0.07078703,0.87292296,0.40018566,0.18891161,1
0.32503465,0.08848489,0.72793465,0.74802273,0.49306061,2
0.17827528,0.91683630,0.47976928,0.14470667,0.92353664,1
0.67201344,0.88976438,0.22148793,0.89102053,0.80780965,2
0.85154963,0.72003902,0.29128411,0.14659024,0.51550949,1
0.20186065,0.28392477,0.66853890,0.26673662,0.27351909,1
0.81378826,0.24357449,0.66782946,0.40676798,0.40132641,1
0.01815949,0.62344765,0.97383917,0.65466887,0.18620090,2
0.52887721,0.49292079,0.51193828,0.42266206,0.12714722,1
0.15324498,0.71737385,0.14207990,0.98827727,0.65038598,2
0.97295970,0.80699890,0.15374610,0.52792781,0.68970620,3
0.29075429,0.62474569,0.51833774,0.41298068,0.55994604,1
0.40985036,0.16482139,0.09986140,0.79650388,0.65836805,2
0.65202157,0.15460184,0.00254224,0.66226973,0.98119740,2
0.96258114,0.39846241,0.51874877,0.60967886,0.49066194,3
0.84922560,0.41566865,0.67378591,0.58205020,0.68198275,1
0.92035202,0.56657404,0.63155847,0.65876606,0.47240542,2
0.51069340,0.89714546,0.40085399,0.42260081,0.68971425,1
0.00536036,0.45921572,0.19081876,0.34818744,0.25854936,0
0.91036942,0.90515837,0.12013188,0.45844463,0.94373901,0
0.91623693,0.40199618,0.77674879,0.15641994,0.34456557,1
0.68391362,0.25787498,0.84341295,0.78559652,0.29300595,2
0.87062489,0.13349647,0.67900268,0.91414621,0.08358872,2
0.53802367,0.49836091,0.73345836,0.64185875,0.50987242,2
0.34210982,0.73333548,0.47919171,0.02624465,0.62126003,1
0.98789943,0.07130875,0.56344106,0.58150231,0.94279421,1
0.09913645,0.10582582,0.92141309,0.89084273,0.83503974,1
0.15352876,0.98748106,0.88794270,0.03258979,0.20598469,1
0.95930151,0.77258702,0.30370949,0.27344713,0.20694143,1
0.12106503,0.30496613,0.38776638,0.44018202,0.25272045,1
0.58872840,0.87251129,0.06131724,0.24154389,0.70325350,0
0.52920011,0.19053767,0.79993483,0.58769263,0.22910999,2
0.63483849,0.97080134,0.65393873,0.53389311,0.27988692,2
0.29883833,0.86855826,0.16636723,0.93506432,0.44190908,2
0.83849391,0.28013732,0.50192608,0.47362362,0.09548621,1
0.39531153,0.98483420,0.23158572,0.21965218,0.70280746,0
0.34408789,0.91611902,0.06311699,0.97214260,0.47478046,2
0.59265381,0.58639689,0.34133984,0.77346288,0.44860319,2
0.04179503,0.39791831,0.50463943,0.14836260,0.68037761,1
0.57497350,0.54225312,0.82342867,0.48674684,0.64897281,1
