feature_1,feature_2,feature_3,feature_4,feature_5,label
0.89861937,0.85740283,0.73417906,0.00546493,0.47856040,1
0.89551091,0.64940401,0.68867102,0.96972758,0.82989877,3
0.16202840,0.48063470,0.90559263,0.40449895,0.45578733,1
0.64996660,0.59979960,0.44544897,0.76665685,0.16798416,2
0.50652430,0.95011153,0.00901067,0.99163652,0.61801848,0
0.16700635,0.22123684,0.53259913,0.60139864,0.43017625,2
0.92516898,0.17700672,0.31885049,0.13648619,0.87208324,3
0.79928083,0.86691280,0.71769861,0.80946232,0.67679790,3
0.33478293,0.31272043,0.54493433,0.97983775,0.81908140,3
0.61334600,0.77815413,0.94847944,0.35880432,0.26920520,1
0.14191435,0.46954249,0.70152364,0.29454501,0.12228288,1
0.37140581,0.21137544,0.54782735,0.25641702,0.30734023,1
0.71572390,0.57754680,0.44773549,0.43519488,0.40642847,1
0.88866524,0.05553527,0.10015060,0.94222334,0.95492741,3
0.26578411,0.81101029,0.31578109,0.51177153,0.81004196,3
0.41603506,0.19526810,0.50344149,0.89118489,0.00432753,2
0.03997403,0.81168420,0.22195584,0.99128528,0.90644595,3
0.67798553,0.28227562,0.30013731,0.12806568,0.82896661,3
0.16458020,0.30233998,0.56754531,0.45117093,0.79565536,1
0.18928354,0.05330460,0.35001180,0.69399106,0.60879223,2
0.74631080,0.76241105,0.57435367,0.79944424,0.81854086,3
0.17940882,0.00189811,0.86926328,0.20751871,0.22875530,1
0.70272440,0.99105414,0.29229097,0.07611997,0.46748275,1
0.91548907,0.25940193,0.52826771,0.28567338,0.84875241,1
0.42818682,0.28687400,0.26558622,0.30293237,0.24173971,1
0.46827588,0.38808828,0.14116618,0.66203347,0.17360828,1
0.58534709,0.19233366,0.42004476,0.20134809,0.02885478,1
0.27513822,0.21894850,0.00397296,0.82103657,0.72436881,0
0.63321707,0.88405760,0.17718537,0.48965850,0.44974871,1
0.16151995,0.61875011,0.88386656,0.80863433,0.11463368,2
0.56248855,0.79593758,0.32619647,0.86535887,0.25247063,2
0.67055050,0.72064159,0.58455641,0.59210521,0.37927002,2
0.81242446,0.41529598,0.48425362,0.76535136,0.27669451,2
0.67241821,0.55401797,0.44257694,0.14457094,0.19446056,1
0.32734899,0.61669104,0.24001416,0.01832230,0.08987317,1
0.45989892,0.68324419,0.75467959,0.39907510,0.93616688,3
0.71846530,0.41139773,0.80627259,0.90052438,0.36470728,2
0.04349227,0.10164012,0.46611885,0.86302782,0.61504482,2
0.46464121,0.34166368,0.74650457,0.58854318,0.63278902,2
0.86967673,0.36416060,0.86574076,0.55379844,0.57175597,1
0.97353511,0.21423181,0.61977049,0.47190715,0.00593001,1
0.16293763,0.41036980,0.57860561,0.38915834,0.46431372,1
0.31589842,0.10252904,0.38146835,0.99851143,0.48437218,2
0.52531699,0.92651713,0.22346271,0.75449117,0.66969746,1
0.72174742,0.82781917,0.72963459,0.52816951,0.79791190,1
0.79908244,0.38637157,0.08625620,0.91597763,0.90761738,3
0.88068039,0.60591903,0.01675888,0.12159187,0.56914420,0
0.83006610,0.95147589,0.90063990,0.45411946,0.24424747,1
0.79748596,0.03026199,0.87100527,0.70002091,0.13220784,2
0.40992414,0.37653440,0.48306352,0.04865825,0.60319847,1
0.59467615,0.17782191,0.11887851,0.12582904,0.32822228,1
0.86586489,0.40742567,0.14738403,0.94024823,0.92193096,3
0.73569465,0.60786906,0.86828767,0.99970003,0.93266179,3
0.94887943,0.81647465,0.17460154,0.66103726,0.17016358,1
0.41255061,0.18872692,0.35789756,0.75437601,0.77682071,3
0.05239234,0.42254731,0.72597034,0.37942272,0.56808505,1
0.85480155,0.23189004,0.57828853,0.94217033,0.89051938,3
0.84999204,0.97162854,0.99088408,0.51068965,0.49844864,1
0.15650972,0.39946046,0.18239605,0.15225518,0.02081156,1
0.45442339,0.36594795,0.14469647,0.80399705,0.59994071,1
0.93523737,0.77739088,0.93107691,0.64070280,0.23658287,2
0.43739682,0.97389981,0.44878796,0.39335280,0.79901083,3
0.92988107,0.47479668,0.04574649,0.33911721,0.08489801,0
0.21939450,0.92013611,0.49500668,0.62775479,0.15484744,2
0.76946525,0.01654618,0.51959915,0.98825167,0.83159391,3
0.25409380,0.47731771,0.65707183,0.99622295,0.23551022,2
0.39336066,0.38013364,0.09221406,0.14882303,0.13154598,1
0.84427763,0.69386022,0.76825307,0.54698326,0.47985212,1
0.05548978,0.53581174,0.30875265,0.43494360,0.65526959,1
0.80905560,0.03195149,0.82096828,0.24105734,0.73501385,1
0.68449513,0.61073628,0.61365681,0.08364136,0.01710937,1
0.66594087,0.59289404,0.86452956,0.20558497,0.65909925,1
0.83120442,0.80926090,0.60729241,0.87380763,0.66277708,2
0.93554548,0.69589871,0.38653867,0.19780977,0.07534943,1
0.70749750,0.02351024,0.73295673,0.46720217,0.01838703,1
0.88857326,0.90859845,0.15973569,0.27739090,0.66278828,1
0.95870129,0.21606940,0.43249503,0.45371763,0.04249605,1
0.59211193,0.40210507,0.81341683,0.38076215,0.48383046,1
0.39319189,0.17250497,0.81894216,0.08671823,0.20154637,1
0.58330533,0.53775885,0.55411235,0.56879815,0.74857866,1
0.45879034,0.09878490,0.37689106,0.66382225,0.28485257,2
0.26296965,0.88381064,0.85494233,0.16202177,0.08754592,1
0.13788150,0.07768121,0.72976053,0.06783671,0.01563152,1
0.50131257,0.21831854,0.69881840,0.81476568,0.78013261,3
0.23043181,0.25148507,0.57199482,0.87394190,0.01376443,2
0.72155002,0.83301514,0.93603044,0.91821230,0.38065745,2
0.71252479,0.79956827,0.83400650,0.95820312,0.41934897,2
0.53130037,0.33032015,0.55663856,0.56373329,0.91756686,1
0.48582322,0.84228309,0.24459964,0.82087422,0.71649039,1
0.63690698,0.95187736,0.79492498,0.86359787,0.83494195,3
0.08119223,0.60096663,0.71923941,0.92325823,0.05300162,2
0.08224427,0.45737921,0.82004391,0.12786007,0.67081511,1
0.54770241,0.33720549,0.07717904,0.81704616,0.30243175,1
0.42658580,0.12800859,0.12933406,0.98856133,0.01682237,1
0.17095072,0.65914174,0.31535057,0.77611056,0.34371953,1
0.64112493,0.59342012,0.15648980,0.16460732,0.32920156,1
0.91983955,0.31563003,0.15486252,0.71601929,0.39225667,1
0.72233605,0.26960582,0.47630815,0.73506419,0.60806488,2
0.68013866,0.07098744,0.34698775,0.20154970,0.00177350,1
0.97399224,0.16089737,0.13821771,0.50172165,0.76437908,1
0.28037025,0.42117889,0.47897364,0.53747483,0.22135434,1
0.71485376,0.35742353,0.34941646,0.68979661,0.25429891,2
0.94374766,0.57475537,0.70596725,0.83713116,0.20606358,2
0.98695102,0.33033394,0.07914563,0.69327782,0.63011867,1
0.34923649,0.13658387,0.82775151,0.67708135,0.16619415,2
0.87934366,0.10955632,0.71190880,0.91468435,0.82191872,3
0.24200088,0.19540452,0.45780468,0.01079580,0.73142138,1
0.36608944,0.75511479,0.26498358,0.50843784,0.87232649,3
0.63725541,0.51523873,0.84650467,0.24414934,0.52917501,1
0.03613437,0.01368604,0.73847971,0.50324225,0.59379101,1
0.95104942,0.16938339,0.25825267,0.36978875,0.64969979,1
0.67612299,0.98095186,0.76303850,0.94187130,0.08850318,2
0.39906854,0.46815505,0.81268022,0.42964656,0.61734582,1
0.28794068,0.14681573,0.65391621,0.10022698,0.66557283,1
0.41294344,0.34638352,0.87407035,0.69207885,0.57336008,2
0.82185680,0.34588955,0.15192306,0.09663132,0.86662161,3
0.98978288,0.41091790,0.24297287,0.09910904,0.32284548,1
0.16363694,0.78053542,0.18536154,0.74634130,0.48705968,1
0.23891873,0.57344523,0.40012410,0.46791011,0.24248002,1
0.84728703,0.87019778,0.19229103,0.01993720,0.87564883,3
0.49475697,0.26700395,0.02895872,0.51037956,0.33744675,0
0.14981083,0.19395471,0.52077312,0.06706178,0.56693293,1
0.81995726,0.51046508,0.66494022,0.14428288,0.17237107,1
0.26655320,0.37883357,0.26209653,0.82078634,0.71552420,3
0.05412178,0.45798041,0.62421266,0.69734569,0.34341485,2
0.39069365,0.82462047,0.04730822,0.85924978,0.98575218,3
0.76110367,0.82883033,0.64491428,0.15376176,0.00910365,1
0.28275121,0.40454848,0.94800607,0.21128069,0.72404871,1
0.54771996,0.76973625,0.56460277,0.18756123,0.68519579,1
0.14740359,0.72118712,0.60199280,0.69871997,0.36296599,2
0.62712349,0.82296601,0.15359839,0.07315441,0.02828987,1
0.39487548,0.67079340,0.96827889,0.03095633,0.07932879,1
0.60804511,0.79867930,0.52608773,0.35283786,0.74996636,1
0.04411758,0.66743132,0.35480818,0.85893335,0.20087871,2
0.58228131,0.89476501,0.40847061,0.90460081,0.36895323,2
0.82119802,0.57611889,0.79814683,0.64801787,0.93456135,3
0.74259512,0.39133298,0.83362924,0.10788278,0.55166110,1
0.62610520,0.53123778,0.27437549,0.93762601,0.78949821,3
0.26128528,0.48676478,0.60555774,0.70412175,0.33094541,2
0.43773956,0.36277360,0.94710813,0.69165597,0.34287773,2
0.02994098,0.48089141,0.31798259,0.22460414,0.98195913,3
0.08417034,0.89873903,0.43463641,0.37414889,0.07241215,1
0.79765648,0.40324022,0.52519334,0.08093650,0.97171714,3
0.01986310,0.80592131,0.38104226,0.54804983,0.96197262,1
0.68676326,0.85594992,0.43293426,0.73993529,0.71301273,3
0.00032862,0.52395296,0.35579551,0.16864847,0.98224130,3
0.08547287,0.03249078,0.88181857,0.63203172,0.38014121,2
0.28422714,0.64058902,0.50642150,0.33683832,0.14642215,1
0.32485561,0.91597404,0.78383892,0.31553593,0.80458393,3
0.59870729,0.01814196,0.27118954,0.82543810,0.19318120,2
0.46874298,0.15344057,0.25847155,0.36982969,0.60975837,1
0.94253309,0.17537356,0.75245254,0.88330328,0.00311130,2
0.46503567,0.12997947,0.13117719,0.56786355,0.36655571,1
0.47073036,0.10889320,0.54705995,0.40986387,0.69156421,1
0.53090217,0.18876324,0.51258651,0.75400999,0.25871026,2
0.43670972,0.63519635,0.13607272,0.94511968,0.71064174,1
0.68791739,0.38807297,0.57665779,0.02739353,0.53940770,1
0.47924913,0.38526443,0.42318510,0.59334568,0.84280860,3
0.50616615,0.56905051,0.66613947,0.59171070,0.99050671,3
0.32575620,0.42534837,0.15192104,0.20663684,0.02099899,1
0.37959406,0.15924727,0.30378272,0.28450288,0.99767786,3
0.76758197,0.74579399,0.34929817,0.19993921,0.43050604,1
0.56782745,0.17519433,0.23986331,0.69092362,0.63922704,2
0.37024548,0.89144403,0.05796619,0.08909444,0.13303703,0
0.63785656,0.72885727,0.39679874,0.39508964,0.87795639,3
0.01606891,0.34162987,0.31057521,0.52252191,0.61835668,1
0.22995490,0.49136534,0.00354418,0.69923905,0.45687967,0
0.10607714,0.65376742,0.52133362,0.23962996,0.74033483,1
0.00825555,0.79794144,0.99494836,0.44784488,0.23701453,1
0.27652716,0.95624722,0.83804965,0.53052331,0.76227906,1
0.18799425,0.22666541,0.17399770,0.94354037,0.79290633,3
0.03216511,0.63738100,0.98165337,0.75602629,0.12605048,2
0.68593608,0.51077191,0.72593367,0.27273371,0.77782535,1
0.12972906,0.79211336,0.86584800,0.07110035,0.40454486,1
0.37888764,0.85112534,0.44663570,0.17214543,0.03761265,1
0.20831695,0.75794834,0.63156839,0.01722433,0.58108967,1
0.30944989,0.83355310,0.82732044,0.39779929,0.68093822,1
0.27746327,0.77095836,0.71001414,0.49759881,0.45671544,1
0.60311592,0.04412854,0.47598220,0.89576186,0.13566588,2
0.37936234,0.24640466,0.87532906,0.59235643,0.19673676,2
0.86210564,0.14629499,0.84736340,0.69718609,0.18835763,2
0.02979121,0.62176823,0.53278642,0.10740118,0.33494938,1
0.30567732,0.82812523,0.96044407,0.73326099,0.79235105,3
0.72419609,0.39087937,0.94834603,0.66957734,0.62573905,2
0.75085656,0.88844412,0.15441641,0.57267674,0.07074777,1
0.95855494,0.23249968,0.61378395,0.20944063,0.54308545,1
0.85504822,0.01034452,0.59709869,0.78504131,0.74638339,3
0.43024376,0.42662821,0.74451935,0.62571713,0.01730194,2
0.31350688,0.81262609,0.16095217,0.46635477,0.14265772,1
0.82272972,0.62637331,0.50425209,0.15141120,0.87744048,3
0.47347900,0.40697854,0.56248718,0.04603448,0.17434640,1
0.18710376,0.53768394,0.55371563,0.80983421,0.98384773,3
0.82679157,0.16368470,0.36258281,0.32990181,0.36325620,1
0.10215877,0.26962163,0.55620166,0.18545450,0.79071555,3
0.38880720,0.64196473,0.91237775,0.63602226,0.97216217,3
0.23181382,0.19715117,0.57366387,0.30046416,0.86304762,3
0.07594473,0.25089250,0.69363724,0.88083427,0.15658080,2
0.16834498,0.61714377,0.72276845,0.94476077,0.82685008,3
0.33645975,0.80443693,0.39779389,0.08169356,0.26894416,1
0.83547971,0.70492045,0.05663704,0.96913544,0.25295380,0
0.67292441,0.87356823,0.93009273,0.93241318,0.29576407,2
0.57877953,0.89442268,0.44657821,0.62413887,0.20618019,2
0.96831334,0.62768901,0.16316999,0.31120170,0.23633682,1
0.95959552,0.62845248,0.44287987,0.42656591,0.15891754,1
0.19812256,0.16591731,0.50912277,0.34796464,0.73177109,1
0.37720264,0.10798220,0.35434512,0.10061775,0.45614555,1
0.40486567,0.97978362,0.11513832,0.06034301,0.89971315,3
0.87682312,0.89414464,0.80668988,0.17869319,0.05542530,1
0.34319377,0.51520048,0.49718193,0.58615276,0.40103605,2
0.52122634,0.68800325,0.28447915,0.21809251,0.34522426,1
0.91229415,0.76247443,0.36220134,0.04424005,0.69717846,1
0.75694635,0.13583506,0.61330741,0.08196737,0.00057876,1
0.48563124,0.14349679,0.04378434,0.88379489,0.10905082,0
0.70388603,0.93829185,0.30740262,0.68190632,0.72918929,1
0.27939879,0.04798180,0.16680596,0.35480323,0.79090890,3
0.48434243,0.14485460,0.02734783,0.27732648,0.18905457,0
0.62006930,0.96667772,0.21431416,0.53990807,0.15973790,1
0.01771947,0.13839158,0.96391418,0.77280466,0.80678673,3
0.64417733,0.23226464,0.36627854,0.74552873,0.22992630,2
0.71178367,0.92588295,0.62581473,0.50693410,0.83423250,1
0.63947960,0.94589150,0.56056389,0.77914171,0.13869947,2
0.97132369,0.69897485,0.42540563,0.89824245,0.78264111,3
0.43683985,0.10128426,0.77011372,0.56003120,0.87848122,1
0.07810455,0.86872180,0.04514947,0.56652100,0.38913094,0
0.79811301,0.70539467,0.48251264,0.79485069,0.11018621,2
0.70144113,0.47172912,0.54548332,0.13934541,0.31442236,1
0.99512202,0.94691028,0.65243792,0.96054434,0.90629448,3
0.84576932,0.45495108,0.95364002,0.64773855,0.66476505,2
0.61504896,0.50611777,0.53405679,0.53565938,0.47470845,1
0.52871025,0.70529121,0.71801490,0.60881262,0.86702445,3
0.45125050,0.34803640,0.34600010,0.25355487,0.23281949,1
0.96340008,0.17925984,0.74555406,0.83205552,0.23813662,2
0.90957705,0.05358060,0.52369188,0.30566830,0.19147918,1
0.46495685,0.94963671,0.60230806,0.60244454,0.09467870,2
0.95394063,0.73874763,0.97819573,0.52212094,0.89309877,1
0.00455108,0.86429845,0.56391869,0.87664112,0.22874801,2
0.88080237,0.30250797,0.93621751,0.02705147,0.07033105,1
0.96243864,0.89191353,0.42618756,0.87452837,0.46621503,2
0.59756185,0.94694415,0.41580530,0.45250085,0.17834383,1
0.07832269,0.36656481,0.73272084,0.14285926,0.92564107,3
0.09342096,0.58450624,0.45608988,0.13011118,0.11796550,1
0.49001179,0.46312497,0.37691941,0.65718553,0.57794768,2
0.89369143,0.04838155,0.93411906,0.61094835,0.03128718,2
0.82347437,0.58582827,0.49423557,0.48602726,0.59262385,1
0.44023460,0.21076445,0.75727212,0.04374853,0.32777858,1
0.20677373,0.88385335,0.06917322,0.67711962,0.92634224,3
0.49403544,0.21948430,0.00212389,0.84573070,0.42728089,0
0.53644435,0.83537566,0.55667558,0.36915916,0.50784892,1
0.35766357,0.27140512,0.94189282,0.55945816,0.85566627,1
0.47063709,0.92382037,0.59305228,0.24575526,0.26999929,1
0.46118036,0.01681565,0.31447289,0.02282761,0.81413522,3
0.64894761,0.12377300,0.42416956,0.47748052,0.50418650,1
0.18826819,0.96260544,0.11174434,0.07831380,0.14544692,1
0.87038610,0.28290211,0.22931537,0.04456019,0.96361623,3
0.33471635,0.64596405,0.59199149,0.46711760,0.68851724,1
0.13930026,0.42207059,0.61428169,0.71637588,0.94516410,3
0.42287081,0.83882495,0.78882242,0.21648375,0.73411100,1
0.40125991,0.55514730,0.27375726,0.11047344,0.29852763,1
0.11315507,0.77621741,0.09760454,0.82657083,0.14193964,1
0.68367507,0.42906569,0.95512614,0.89545744,0.57383739,2
0.68393882,0.08836942,0.10131640,0.15853954,0.03516856,1
0.38506600,0.64423091,0.54339948,0.80059391,0.90230068,3
0.45134758,0.55934074,0.45759885,0.31314958,0.84536220,3
0.65823650,0.16109049,0.68256369,0.88310936,0.85603642,3
0.28517741,0.42635307,0.20397057,0.23104647,0.43687366,1
0.05501683,0.52215572,0.92663965,0.82332887,0.18342634,2
0.48025355,0.28029319,0.18517586,0.86098577,0.63158677,1
0.08966486,0.89617759,0.55395217,0.27530500,0.20032341,1
0.57123290,0.66678782,0.69046726,0.09614183,0.31281833,1
0.14249220,0.20899259,0.37473299,0.69667222,0.42442334,2
0.83947124,0.30325809,0.41919842,0.03569426,0.83229239,1
0.58383463,0.51235196,0.32491784,0.35973022,0.90730811,3
0.11601481,0.34227915,0.13052160,0.30522563,0.71376053,1
0.64440682,0.07121692,0.75636040,0.52906217,0.60495927,1
0.62068215,0.45192000,0.96682853,0.11731169,0.48693935,1
0.42231793,0.96049285,0.12614735,0.21282989,0.62360140,1
0.97391840,0.33685422,0.57575610,0.72703857,0.86434366,3
0.50966929,0.87939911,0.85298459,0.61878438,0.26306621,2
0.66470952,0.06209148,0.89199104,0.69996562,0.07846920,2
0.03606167,0.38597394,0.09833816,0.44621526,0.92857097,1
0.85466072,0.83180038,0.17205269,0.24682693,0.75304889,1
0.06939326,0.42348730,0.26698343,0.79747869,0.82286911,3
0.45340941,0.29148602,0.77221296,0.88125138,0.67261177,3
0.80697729,0.60606658,0.86329613,0.79973226,0.23503961,2
0.73287917,0.38094633,0.49393011,0.39061642,0.81731488,3
0.68575904,0.87378727,0.50141385,0.74933494,0.59023542,2
0.09557798,0.58136161,0.22705476,0.99260599,0.97977084,3
0.23634412,0.81041636,0.31584271,0.87628662,0.87384859,3
0.53066595,0.55812800,0.33134342,0.63731725,0.92516102,3
0.28309939,0.68496890,0.61414281,0.35657820,0.63324808,1
0.70333670,0.22241851,0.43920844,0.45212597,0.01000282,1
0.26579851,0.50559796,0.64598411,0.07427561,0.69374138,1
0.30970361,0.50601561,0.52921328,0.33376707,0.90840888,3
0.25851487,0.65830270,0.40193087,0.30133510,0.45998249,1
0.17040413,0.53073315,0.81693503,0.37220410,0.88248343,3
0.38446124,0.41452848,0.81083206,0.60880339,0.76153433,3
0.72536626,0.76862516,0.21173849,0.53640883,0.49892990,1
0.61495970,0.69214224,0.79704475,0.07805261,0.75784313,1
0.06557523,0.11342868,0.37179781,0.14963057,0.33953314,1
0.11207539,0.29171502,0.27367164,0.76628838,0.46007925,2
0.39415886,0.27850620,0.61270661,0.52772503,0.39681339,1
0.57885664,0.94093509,0.73513430,0.39631147,0.12484160,1
0.49853742,0.66291070,0.20947531,0.34616401,0.87222323,3
0.82085392,0.37347679,0.01166536,0.82879379,0.03189995,0
0.55601636,0.50678141,0.08566223,0.17312803,0.22949910,1
0.90726626,0.46075604,0.32518208,0.09881542,0.97869457,1
0.63097552,0.06069874,0.79055929,0.79723251,0.17961221,2
0.28732593,0.65495419,0.58301947,0.15516627,0.17387037,1
0.66328925,0.46007709,0.79730103,0.21793950,0.09919755,1
0.43919237,0.88029200,0.14253749,0.40703730,0.94976452,1
0.36721789,0.97044646,0.07234046,0.79232014,0.00098587,1
0.03686685,0.88256763,0.43926265,0.34077471,0.06613985,1
0.79345697,0.80292544,0.37970686,0.36896132,0.34210072,1
0.25066612,0.32510955,0.94017897,0.74852553,0.03380394,2
0.32933264,0.80355220,0.92212032,0.55004649,0.88439993,1
0.00292422,0.93943127,0.72140795,0.47313023,0.95851235,1
0.58002723,0.78808783,0.12482187,0.44979772,0.79156433,1
0.49256623,0.73309022,0.84519237,0.24419135,0.91838261,3
0.78665134,0.02205308,0.81209955,0.38888421,0.93409562,3
0.71651038,0.28623866,0.46999523,0.89653614,0.88017008,3
0.32848082,0.47337017,0.50300019,0.22251473,0.18143329,1
0.79620668,0.12195554,0.72433230,0.72543853,0.50170569,2
0.18936233,0.87853638,0.31325187,0.04283388,0.70468920,1
0.39994648,0.25272262,0.25390450,0.89156956,0.69356773,3
0.56674371,0.37523778,0.94062160,0.87414036,0.79219978,3
0.69212298,0.09768356,0.81568991,0.89682359,0.88936954,3
0.72760016,0.24259606,0.16320189,0.70911839,0.25638318,1
0.70970125,0.88294512,0.53652518,0.38461059,0.75424175,1
0.31906506,0.12644077,0.63953700,0.90063026,0.96098500,3
0.34336491,0.68266627,0.04414045,0.96028965,0.27936576,0
0.86052865,0.67832201,0.43814846,0.63803956,0.61403119,2
0.76719789,0.79112365,0.60608460,0.33012679,0.24207184,1
0.99494512,0.63809031,0.11922623,0.93147331,0.51360186,1
0.77745121,0.26824133,0.71781751,0.60176730,0.63481009,2
0.12993197,0.40458831,0.27835522,0.13950687,0.09054383,1
0.56029951,0.30618128,0.97075036,0.04336417,0.92442796,3
0.22175076,0.77503350,0.17232123,0.51902464,0.52410372,1
0.82821293,0.30558723,0.61146137,0.67735468,0.39374592,2
0.22336550,0.68257067,0.82026260,0.13900041,0.88679495,3
0.83068859,0.83162498,0.83318698,0.61067732,0.23702664,2
0.61480630,0.89866286,0.03074966,0.86860807,0.96726914,3
0.36006796,0.68266117,0.91913517,0.81654803,0.40899800,2
0.70946553,0.48473236,0.22228113,0.85642331,0.70559209,1
0.19753802,0.69772591,0.73445880,0.81751417,0.99401699,3
0.27224306,0.48668537,0.61463987,0.26140519,0.62179994,1
0.49685060,0.31505181,0.59324429,0.67297668,0.11489363,2
0.29247460,0.95412048,0.35251301,0.79597786,0.30840826,2
0.64793582,0.16934709,0.53932612,0.23681420,0.17803637,1
0.70225801,0.10409966,0.46321658,0.66106963,0.06698808,2
0.56978140,0.73292513,0.88822976,0.28849650,0.97427431,3
0.55460000,0.15808774,0.37315827,0.12599952,0.23091135,1
0.80513141,0.71486188,0.54346817,0.00717840,0.13873688,1
0.23603384,0.28188724,0.73964408,0.72944563,0.13399313,2
0.90214898,0.30681152,0.61473532,0.57867596,0.48057775,2
0.99577660,0.77076612,0.76683234,0.08211874,0.25876985,1
0.42381678,0.86158956,0.50830530,0.86061726,0.40925396,2
0.09871893,0.00049917,0.62217393,0.92350615,0.88267878,3
0.27049874,0.22439966,0.06825919,0.48768502,0.90898205,1
0.73665167,0.18084848,0.64601825,0.14960310,0.79598075,3
0.43982146,0.51978695,0.52141194,0.70286963,0.93871910,3
0.94169226,0.53475822,0.25350452,0.60442435,0.45048296,1
0.43571315,0.23182082,0.96520904,0.96778545,0.37694356,2
0.61202484,0.07694429,0.74382570,0.84221950,0.40028484,2
0.55019333,0.87209738,0.39113065,0.67662107,0.50665405,2
0.12257165,0.67870611,0.57549009,0.19323971,0.57291341,1
0.36641863,0.50022410,0.19415987,0.74347220,0.40743967,1
0.98117299,0.51846404,0.46680977,0.10450082,0.56530227,1
0.67109854,0.09047530,0.45929443,0.69497375,0.00269129,2
0.81209973,0.46270350,0.69638981,0.47540279,0.27246899,1
0.34718633,0.31036820,0.20013760,0.47578564,0.42830549,1
